,id,title,tags
88,tt0119643,Meet Joe Black,"['Death,', 'who', 'takes', 'the', 'form', 'of', 'a', 'young', 'man', 'killed', 'in', 'an', 'accident,', 'asks', 'a', 'media', 'mogul', 'to', 'act', 'as', 'his', 'guide', 'to', 'teach', 'him', 'about', 'life', 'on', 'Earth', 'and,', 'in', 'the', 'process,', 'he', 'falls', 'in', 'love', 'with', 'the', ""mogul's"", 'daughter.', 'BradPitt', 'AnthonyHopkins', 'ClaireForlani', 'JakeWeber', 'MartinBrest']"
89,tt10370710,The Worst Person in the World,"['The', 'chronicles', 'of', 'four', 'years', 'in', 'the', 'life', 'of', 'Julie,', 'a', 'young', 'woman', 'who', 'navigates', 'the', 'troubled', 'waters', 'of', 'her', 'love', 'life', 'and', 'struggles', 'to', 'find', 'her', 'career', 'path,', 'leading', 'her', 'to', 'take', 'a', 'realistic', 'look', 'at', 'who', 'she', 'really', 'is.', 'RenateReinsve', 'AndersDanielsenLie', 'HerbertNordrum', 'HansOlavBrenner', 'JoachimTrier']"
90,tt1655441,The Age of Adaline,"['A', 'young', 'woman,', 'born', 'at', 'the', 'turn', 'of', 'the', '20th', 'century,', 'is', 'rendered', 'ageless', 'after', 'an', 'accident.', 'After', 'many', 'solitary', 'years,', 'she', 'meets', 'a', 'man', 'who', 'complicates', 'the', 'eternal', 'life', 'she', 'has', 'settled', 'into.', 'BlakeLively', 'MichielHuisman', 'HarrisonFord', 'KathyBaker', 'LeeTolandKrieger']"
92,tt0388795,Brokeback Mountain,"['Ennis', 'and', 'Jack', 'are', 'two', 'shepherds', 'who', 'develop', 'a', 'sexual', 'and', 'emotional', 'relationship.', 'Their', 'relationship', 'becomes', 'complicated', 'when', 'both', 'of', 'them', 'get', 'married', 'to', 'their', 'respective', 'girlfriends.', 'JakeGyllenhaal', 'HeathLedger', 'MichelleWilliams', 'RandyQuaid', 'AngLee']"
94,tt0405422,The 40-Year-Old Virgin,"['Goaded', 'by', 'his', 'buddies,', 'a', 'nerdy', 'guy', ""who's"", 'never', '""done', 'the', 'deed""', 'only', 'finds', 'the', 'pressure', 'mounting', 'when', 'he', 'meets', 'a', 'single', 'mother.', 'SteveCarell', 'CatherineKeener', 'PaulRudd', 'RomanyMalco', 'JuddApatow']"
96,tt0314331,Love Actually,"['Follows', 'the', 'lives', 'of', 'eight', 'very', 'different', 'couples', 'in', 'dealing', 'with', 'their', 'love', 'lives', 'in', 'various', 'loosely', 'interrelated', 'tales', 'all', 'set', 'during', 'a', 'frantic', 'month', 'before', 'Christmas', 'in', 'London,', 'England.', 'HughGrant', 'MartineMcCutcheon', 'LiamNeeson', 'LauraLinney', 'RichardCurtis']"
97,tt0376541,Closer,"['The', 'relationships', 'of', 'two', 'couples', 'become', 'complicated', 'and', 'deceitful', 'when', 'the', 'man', 'from', 'one', 'couple', 'meets', 'the', 'woman', 'of', 'the', 'other.', 'NataliePortman', 'JudeLaw', 'CliveOwen', 'JuliaRoberts', 'MikeNichols']"
99,tt2771200,Beauty and the Beast,"['A', 'selfish', 'Prince', 'is', 'cursed', 'to', 'become', 'a', 'monster', 'for', 'the', 'rest', 'of', 'his', 'life,', 'unless', 'he', 'learns', 'to', 'fall', 'in', 'love', 'with', 'a', 'beautiful', 'young', 'woman', 'he', 'keeps', 'prisoner.', 'EmmaWatson', 'DanStevens', 'LukeEvans', 'JoshGad', 'BillCondon']"
101,tt2278871,Blue Is the Warmest Colour,"[""Adèle's"", 'life', 'is', 'changed', 'when', 'she', 'meets', 'Emma,', 'a', 'young', 'woman', 'with', 'blue', 'hair,', 'who', 'will', 'allow', 'her', 'to', 'discover', 'desire', 'and', 'to', 'assert', 'herself', 'as', 'a', 'woman', 'and', 'as', 'an', 'adult.', 'In', 'front', 'of', 'others,', 'Adèle', 'grows,', 'seeks', 'herself,', 'loses', 'herself,', 'and', 'ultimately', 'finds', 'herself', 'through', 'love', 'and', 'loss.', 'LéaSeydoux', 'AdèleExarchopoulos', 'SalimKechiouche', 'AurélienRecoing', 'AbdellatifKechiche']"
104,tt0421715,The Curious Case of Benjamin Button,"['Tells', 'the', 'story', 'of', 'Benjamin', 'Button,', 'a', 'man', 'who', 'starts', 'aging', 'backwards', 'with', 'consequences.', 'BradPitt', 'CateBlanchett', 'TildaSwinton', 'JuliaOrmond', 'DavidFincher']"
