,id,title,description,director,cast,rating
27057,tt4557916,Shoot the Messenger,'A troubled young man's strange journey gets even stranger as he accidentally stumbles upon the bizarre underworld that plagues the depths of his subconscious',Henry R Nader,"Richard Kodai, 
Justen Mann, 
David Girard, 
Barbara Colaciello",8.0
27106,tt5966336,Codename: Watermelon,"A spy is captured stealing information and tortured. But just because they are tied to a chair and bleeding, doesn't mean they aren't exactly where they want to be.",Larry Rosen,"Louisa Erlich, 
Janelle Meghan",9.2
27327,tt1806905,Exit 727,"Three young men who have lost hope for a future, find a bond with each other and risk everything for a better life. Based on a true story.",Eric Ortiz,"Eric Ortiz, 
Tony Ashmore, 
Jereme Badger, 
Romeo Clarke",8.3
27529,tt0092305,Zweikampf,A senior citizen - driven by the only wish to live his life peacefully - becomes very inventive in killing every trouble-maker in his neighbourhood and letting it look like accidents. Only ...                See full summary »,Gert Steinheimer,"Adolf Laimböck, 
Joachim Wichmann, 
Elke Twiesselmann, 
Jenny Lattermann",8.5
27586,tt3858956,Drawing a Blank,"Two amnesia patients team up to recover their mysterious pasts as rival mafia families, a frantic FBI unit, and an unexpected enemy threaten both of their lives.","Ryan Wermich, 
Jonathan Utley","Matt Bailey, 
Cary Bazan, 
Hannah Borden, 
Jonathan Burke",8.1
27619,tt0058975,Hei mei gui,"In Hong Kong, at a masked ball party, a greedy rich man pretends he has lost a diamonds ring, blaming a young girl for the theft, and demanding that she pays him for the cost. Later, the Chan sisters Chan Meiling and Chan Meiyu dress in black leotards to look like black cats in the darkness of the night, leave their luxuriously villa, called The Rose Garden, and start robbing from the rich people...                See full summary »",Yuen Chor,"Yin Tse, 
Connie Chan, 
Hong Nan, 
Peng-Fei Li",8.7
27632,tt19870428,A Group of Rapscallions Obsess Over A Mod Crafted (Lovingly) By Gerald,"Jaiden, Ryder, Lucas, and Max, as well as another, familiar friend, all enter another side of Garry's Mod: Gerald's Mod.",Jaiden Marchetti,"Tyler Anderson, 
Lucas Heredia, 
Ryder Lewellen, 
Max Mandlestein",9.0
27641,tt0176735,Free Floaters,"Lurching through life, spurred on by enthusiasm and confusion, two twenty-somethings range across the country on a semi-crime spree.",Christopher Clements,"Gia Buonaguro, 
Marc Forget, 
Jack Willis",8.3
27829,tt1870570,Neighbours,"A building, a purse with hidden money, two dealers who come to retrieve their loot and take a group of people from the building hostage.",Rodolfo Durán,"Nicolás Albamonte, 
Hilda Bernard, 
Sergio Boris, 
Pablo Cerri",8.6
27886,tt0125044,Condemned,A hired killer is hounded by the head of his own criminal group as he gradually unravels the syndicate's tightly-guarded secret.,Mario O'Hara,"Nora Aunor, 
Gina Alajar, 
Gloria Romero, 
Rio Locsin",8.7
27892,tt3665596,A Meeting of the Minds,A high-priced corporate lawyer contemplates the high cost of starting over after he becomes entangled in a client's criminal case.,Keith Fraser,"Ryan Caraway, 
Kelcey Watson, 
Jessi M'Bengue, 
John Venable",8.1
28003,tt3127560,Friends from the Neighborhood,An undercover police detective infiltrates an organized crime operation. Once inside he discovers the boss of the operation is a childhood friend from the neighborhood.,Jeff Profitt,"Carmen Diaz, 
Jeff Profitt, 
Guy Wellman, 
Kristine Knowlton",8.2
28004,tt1494764,Innocent Crimes,"Shy accountant, Farley Chambers tries to escape his repressive mother and gets more than he bargained for.",Jonathan Green,"Venetia Grivas, 
Adrian Lloyd James, 
Kate Layden, 
Michael Longhi",8.3
28021,tt15243416,The Iridescent,"A group of rogues pull off the heist of the century, but soon enough the mysterious gloom of their invaluable loot creates tension - not only do they have to fend off local law enforcement ...                See full summary »",Tony Cole,"Alex Kaufmann, 
Thomas Sandford, 
Tony Cole, 
Eric Sandford",9.1
28062,tt3796898,Mousetrap 2,A high target criminal nick named the Mouse is captured after a 15 year search. He is sentenced to Execution by lethal injection and is set to transfer to Anoka State Penitentiary.He escapes and chaos ensues.,Ethan Clerc,"Kyle Antes, 
Colin Clerc, 
Rick Clerc, 
Ryley Espenson",8.2
28106,tt1351237,Sheeps Clothing,Mick Sikes is a detective with a dark addiction and even darker past on the trail of a twisted serial killer.,Doug Wilson,"Joe Caccese, 
Natalie Carranza, 
Yvonne Carranza, 
Renee Egan",8.6
28168,tt2360356,Code 0044,"Coventry 2012, St George's Day, a couple (George and Erika) decides to get together for the rest of their lives. Some incidents made George to go back to his homeland Greece. After a while ...                See full summary »",Dionysios Nikolaos Lountzis,"Anthony Barrow, 
Mili Dee, 
Ty Gulliver, 
Martin Howe",9.2
28282,tt9230326,Dirt Road Trappn,"On The Dirt Roads Of Sumter,SC Slim,Ace And Short Stop encounter A Situation That Occurs After A Robbery And Find There selves Going To War With People Seeking Revenge On The Dirt Road Trappn.",Taylor Tdawgdadon Butler,"Randal Abrams, 
Taylor T-Dawg Da Don Butler, 
Taylor Tdawgdadon Butler, 
Bc Capo",8.0
28362,tt0122742,Sünde mit Rabatt,The frustrated husband of a stripteaser takes revenge for suffered humiliation by haunting the nightclub milieu as a mass murderer.,Rudolf Lubowski,"Karl Arnold, 
Eva Astor, 
Mona Baptiste, 
Paula Braend",8.4
28505,tt0455978,Midnight Money,A successful drug smuggler allows his ego to get in the way and loses control. He does not see the great danger awaiting him and his friend lying ahead. This feature follows both sides of the law in the ongoing drug smuggling trade.,Christopher Onyon,"John Brand, 
Amber Burroff, 
Rick Collier, 
Tawsha Dykstra",8.4
28595,tt0408578,Bitter Circle,"Dom is an undercover cop - so deep underground that everyone forgets he exists, even his family. Bitter Circle is a dark, moody, introspective film that will take you to the ""dark side.""",William F. Scott,"John Wildman, 
Dominic Cuzzocrea, 
Chad Bruce, 
Kiki Inokai",8.1
28716,tt0354491,Darogaji,A woman falls in love with a police officer but faces heartbreak when he marries another.,Akhtar Hussein,"Nargis, 
Paidi Jairaj, 
Rashid Khan, 
Raj Rani",8.1
28733,tt1326934,Cherry Mapping,"A photographer, turned serial killer has alluded the FBI for more than five years, until one girls' escape leads authorities to a another girl, who is the key to the killer's devious plan that threatens the lives of many.",Robert Lee Williams,"Austin Abbruscato, 
Nicola Andalosa, 
Kristen Baxter, 
Nicole Berry",9.2
29210,tt2403876,A Quick Buck,"A man resorts to a life of crime to give him and his wife a better life. When it all falls apart, Dom has to decide if this life is worth a quick buck.",Matt Duffin,"Michael Belveduto, 
Mark Capone, 
Penny Dee, 
Matt Duffin",8.2
29482,tt0399872,Slapdash,The gin-soaked lives of a talentless magic troupe are stirred when they swap a hockey bag full of weed with a corpse.,Colin Hebert,"Patrick M. Brady, 
Judy Cerda, 
Paul DelBene, 
James Ehrlich",8.6
29486,tt3524356,The Day of the Broken,"A mother has lost her child to the most appalling crime - the police are compromised, the private investigator she hired in her desperate search for answers has disappeared. Her only hope ...                See full summary »",Simon J. Dutton,"Greg Fleet, 
Justina Noble, 
Ben Anderson, 
Simon Corrigan",8.6
30136,tt4131896,Cops,The Adventures of agents Pepe and Cagnetti,Gianluca Zonta,"Leonardo Furci, 
Michele Furci, 
Fabrizio Polo, 
Fernando Cova",8.1
30295,tt2324260,Bad Tara,BAD TARA- super-cute-NYC-Asian-girl thug/debt collector whose past catches up to her when a mysterious lady in trouble brings cops and killers to Tara's hood gunning for our feisty heroine....                See full summary »,Julio Thillet,"Celia Au, 
John Brennan, 
Maria de Jesus Castellon, 
Anne Leigh Cooper",8.8
30344,tt1188756,"Turk Diamond, P.I.",The beautiful and mysterious Misty Kelley hires Johnny to clear her name in the murder of her uncle industrialist Frank Harper. Johnny's nemesis Peter Ironbarque comes to collect an old ...                See full synopsis »,Jeff Babb,"Ken Beals, 
Justin Colvin, 
Tom Huff, 
Don A. King",8.6
30354,tt17058120,The Hunter,"A man called Raju who lives in town wants to be a filmmaker. But when it starts raining, an unidentified predator embarks on a sinister pursuit that will put all the women's lives at risk.",vijay,"Adithya, 
Baliram Biradar, 
Chetan, 
Chetan",8.4
30375,tt2602732,Lunch Break,"When the charms of a waitress make a hit-man doubt the life he has chosen, he catches a glimpse of the life that will never be.",Gabriel Schmidt,"Sal Landi, 
Hélène Cardona, 
Priscilla Schmidt, 
Gene Loveland",8.5
30442,tt0175204,Stranen dvuboy,"The movie is set on a noisy street in a large Europiean city with tempting store windows and impressive buildings reaching for the sky, behind the facade of one of them is going on ...                See full summary »",Todor Stoyanov,"Petar Slabakov, 
Leon Niemczyk, 
Nevena Kokanova, 
György Nagyajtay",8.0
30463,tt4382712,Another Bleeding Love Story,"Lucas and Lily both love serial killing, although for different reasons: she's a sociopath, he's working through Mommy Issues (with Jesus's consent!). Will their Romeo and Juliet love story survive? Settle down, have some tea and find out.",Austin Sheeley,"Lincoln Carpenter, 
Bridget Cavaiola, 
Julie E. Gabrielli, 
Devin Greene",8.0
30485,tt2402197,The Blackest Days,"The Six Four Soldiers were a criminal organization built on drug trafficking, robbery and murder. They would eventually become one of the most notorious gangs in United States history.",Korea Black,"Sean Morelli, 
Ryan Andrew Smith, 
Jillian Pizzuto, 
Joe Ditmyer",8.5
30579,tt6096780,Temuan Takdir,"A movie with subtle yet powerful messages of duty, love and the deep bond of brotherhood, TEMUAN TAKDIR is the story of two dedicated police officer brothers, who intelligently pursue the Mastermind behind a security van heist.",Dhyan Vimal,"Malieq Abdullah, 
Zahim Albakri, 
Thanuja Ananthan, 
Dean Ezwaran",8.5
30644,tt3323364,4th Floor of Singapore,"Set in the late 1930's, a Hollywood agent is murdered on the 4th floor of the hotel Singapore. Detective Clive Driver of homicide is assigned to the case, but not all is what it seems.",James Peakman,"George McCluskey, 
Kenton Hall, 
Carsum Din, 
Alan Wales",8.6
30674,tt1052041,Shades of Grace,"After the tragic death of a young woman, 'Shades of Grace' follows the aftermath of her death from the perspective of her fiancé and the two criminals who took her life.","Luis Davila, 
Bryan Dobrik","Brendan Berigan, 
Joseph Phillips, 
Guy-Jo Gordon, 
Megan M. Storti",8.3
30738,tt1832449,Rook,From a simple traffic stop a mysterious unidentified man is brought in for investigation by the highly regarded and seasoned interrogation specialist Thomas Pearl. Pearl soon realizes this ...                See full summary »,Jeremy Enis,"David Joseph Martinez, 
John Gabriel Rodriquez, 
Scott Yarnell, 
Leslie Steele",8.1
30787,tt0258612,Das Geständnis eines Mädchens,"The story of Angela Sandau, a young seamstress who, by falling in love with juvenile delinquent Caesar, finds herself on the road to crime.",Jürgen Büchmann,"Margitta Sonke, 
Günter Pfitzmann, 
Ulli Kinalzik, 
Hilde Sessak",8.2
30813,tt1763216,El Heist Grande,"When warm-hearted but absent-minded Alec drives his friend Andrew's car into a wall, he must find a way to foot the expensive repair bill. To raise the funds, he considers a 'lucrative ...                See full summary »",Darrell Hawkins,"David Farr, 
Darrell Hawkins, 
Onkar Kale, 
Daniel Mu",8.3
30974,tt17505176,DushtaKoota,Prasad - aiming to become CM one day. meets a underworld don Shatrugna and joins him. Eventually gets trapped in a murder case of a journalist. Whether he is able to get out of the Trap? Find what happens in the end.,Shadakshari Neelakantaiah,"Shadakshari Neelakantaiah, 
Thanmayee",8.9
31076,tt2624906,Kliny,The distinction between sanctioned killing and plain murder gets blurred for a War-on-Terror veteran.,Jarek Kupsc,"Joanna Borer, 
Piotr Boruta, 
Aleksandra Bozek, 
Jacek Jarzyna",8.5
31214,tt0386613,Malevolence,"When airline pilot, David Race, has to leave home on a long haul flight he contacts a house sitting agency who send along one of their new recruits, Mary Haig. Malevolence examines the ...                See full summary »",Marcus Thompson,"Niven Boyd, 
Marian McLoughlin, 
Tim Turnbull",8.4
31295,tt0201305,Vida e Glória de um Canalha,"Carvalhinho (Milton Rodrigues) realizes that with the attention he exerts on women, he may well leave his life as a pharmaceutical salesman to live comfortably. To begin with, Cristina (...                See full summary »",Alberto Salvá,"Milton Rodríguez, 
Dilma Lóes, 
Dita Corte Real, 
Antenor Gallotti",8.5
31322,tt0442757,Correct Change,An inmate in prison tells the story of how he was used by a drug addicted prostitute as her own suicide weapon to an inexperienced reporter who comes to interview him at the Prison.,Mike Lilly,"Russ McCubbin, 
Michael Meredith, 
Gary Brown, 
Mollie Brown",8.1
31360,tt1339095,Generation Now,"A multi-cultural celebration of young people triumphing in the face of adversity, societal pressures and difficult familial situations.",Sanelle Sibanda,"Kendra Arimoto, 
P.Z. Arnott, 
Anil Awasti, 
Melanie Bass",8.0
31447,tt2380213,Sunday,Three brother's struggle to climb the ranks of the Mafia in a twisted way.,Gordon James Asti,"Gordon James Asti, 
Enzo Cellucci, 
Caleb Neet, 
Lina Carollo",8.3
31637,tt2058100,The Killing of Leonard Riley,For My Brother is a POV drama that follows a man who sets out on a journey to his hometown to avenge the death of his brother. After only serving three months in jail for the drunk driving ...                See full summary »,"Payman Benz, 
Patrick DeLuca","Patrick DeLuca, 
Adam Shapiro, 
Maria-Elena Laas, 
Justin Christenson",9.1
