,id,title,description,director,cast,rating
10106,tt14064000,I Am Not Blind,"The story is about a visually challenged guy, Vimal, struggling with life and his amazing journey of fulfilling an unusual dream of becoming IAS officer despite his low self confidence.",Govind Mishra,"Vinay Ambast, 
Amit Ghosh, 
Shikha Itkan, 
Anand Kumar",8.7
10112,tt6506096,Buchcha,This story is based on seven year's old an orphan kid. Who want to fulfil his dream but he doesn't have money.,Pankaj Kumar,"Shabana Afreen, 
Dharmendra Ahirwar, 
Pooja Bharti, 
Abhay Kumar",8.4
10113,tt0255265,Izpiti po nikoe vreme,"Two stories, different characters, common problems, when the wills and desires of two generations cannot meet.",Ivanka Grybcheva,"Dimitar Ganev, 
Wojciech Todorow, 
Ani Bakalova, 
Georgi Rusev",8.1
10144,tt8103118,Upeksha,The film revolves around the struggle of eunuchs in our society. This is a true story of a family who face the trauma and agony when they come to know that a handsome boy who born in their ...                See full summary »,Ravinddra Khare,"Neha Joshi, 
Razak Khan, 
Ravinddra Khare, 
Kabina Maharjan",8.6
10159,tt3680638,One Day: A Musical,"A YouTuber experiences an existential crisis in this musical comedy about creativity, online media, and balancing life.",Joe Kowalski,"Erik Estrada, 
Andy Umberger, 
Rob Nagle, 
Wally Wingert",8.4
10186,tt3058736,Tiger Lily,"Emily is a young woman fighting breast cancer, but it's the questionable friendship with wealthy businessman and fellow cancer patient, Charles, that proves to be her biggest battle.",Byron Conrad Erwin,"Jeremiah Bennett, 
Livingston Bridgers, 
Anne Cook, 
Kayla Denson",9.2
10199,tt1228962,Bhale Ramudu,"Bhale Ramudu is a 1984 Indian Telugu film, directed by K.S.R. Dass and Produced by Mohan Babu. The film stars Mohan Babu, Murali Mohan, Madhavi, Nutan Prasad and Chalapathi Rao in lead ...                See full summary »",K.S.R. Das,"Mohan Babu, 
Madhavi, 
Murali Mohan",9.1
10213,tt8892138,Restore,"Restore follows the story of Kami Black and her family. Going through hardships after the suicide attempt of her mother, Kami seeks guidance from Kristen who has been in a similar situation before.",Tyler Sansom,"Debra Hacker, 
Gavin Hacker, 
Jamie Hacker, 
Aaron Albertson",8.8
10242,tt0816424,Aw Aakare Aa,Passionate cry of a child to change the present education system.,Subas Das,"Debu Bose, 
Choudhury Jayaprakash Das, 
Devi Das, 
Hadu",8.5
10249,tt2768052,Pruning the Family Tree,"Upon the sudden death of their abusive, philandering patriarch, four damaged women are forced to confront the material and emotional wreckage left in his wake while wryly attempting to put both his remains and his memory to rest.",Fritz Green,"Renee Michaels, 
Jeana Farrar, 
Shelby Lynn, 
Christy Dawn Little",8.1
10266,tt0035985,Henry Aldrich Swings It,"Complications arise when Henry, in love with the new music teacher, joins the band. He accidentally gets a Stradivarius that belongs to another man.",Hugh Bennett,"Jimmy Lydon, 
Charles Smith, 
John Litel, 
Olive Blakeney",8.3
10269,tt1019960,Sat Bhai Chompa,"Once upon a time, there lived a king. The king was not able to produce any heir to the throne through his three wives. The king was depressed and spent large amount of time by himself in ...                See full summary »",Dilip Shom,"Azim, 
Anwar Hossain, 
Rabiul, 
Khan Ataur Rahman",8.2
10281,tt14415376,Miúda e o Guarda-Chuva,"Tiny (Miúda) feeds her carnivorous plant with ants that, tired of being eaten up, design a secret plan to reverse this situation.",Amadeu Alban,"Daniel Calibam, 
Luana Carrera, 
Harildo Deda",8.2
10287,tt7152022,The Treasure of Eagle Mountain,US Marshals Wichita Slim and Bill Gunner team up to help their friend Alonzo Keeler teach his son a valuable lesson. Follow the Marshals as they help to keep the boy safe from outlaws as ...                See full summary »,Tom Doerner,"Richard Bennet, 
Ken Blount, 
Jimmy Blunt, 
Greg Boyd",8.0
10293,tt2945076,Papou,Papou is the tale of a wildly imaginative young boy and his dying grandfather's attempt to escape the clutches of death through a surreal suburban quest for immortality.,Michael Angelo Zervos,"Issac Ryan Brown, 
Giavani Cairo, 
Niki Spiridakos, 
Yorgo Voyagis",8.5
10319,tt2204840,Our Beautiful Secret,"Almost thirty years ago the doctors told Jonathan's parents not to expect him to live long. Born with cerebral palsy, practically mute and perpetually challenged, what's a man to do? Everything.",Angela McCulley,"Scott Goudie, 
Carrie Foster, 
Sophie Bolen, 
Elizabeth Foster",9.0
10324,tt2130186,Running 4 President,"Todd and Dale, two barely educated slackers, try to save their failing oxygen bar by running a silly little race for the White House. After failing to get attention, they decide to open up the campaign to average everyday Americans and everything goes crazy.",Marko Sakren,"Liana Alexandra, 
Conner Black, 
Susan Blonsky, 
Bernard Bryan",8.9
10332,tt0492478,The Peace Tree,"Two little girls, one Muslim and one Christian, both dream of celebrating each other's festivals Christmas and Eid. But when they share their dreams, they are met with resistance from their parents who express their concerns. Through their struggles, they create a unique symbol - The Peace Tree, a tree that highlights the symbols from all our cultures and faiths to reflect the beauty of '...                See full summary »",Mitra Sen,"Aiishwariya Haran, 
Sonika Ramachandran, 
Jacoba Rozema, 
Ayesha Adhami",8.6
10388,tt8850510,Oh Deer: It's Christmas,"Larry the Reindeer thinks he can fill Santa's shoes, but he's about to get more than he bargained for. When Mighty Bunion, the wicked wizard, casts a spell causing Larry to switch places ...                See full summary »",James Snider,"Thomas Freeley, 
Maria Petrano, 
Chen Tsung, 
Jacob Whiteshed",8.0
10389,tt3108404,Hole in the Wall,A struggling Mexican-American taco chef decides to turn his family's American dream into a reality by luring New York's chicest food critic to Spanish Harlem before a scheming culinary counterfeiter unlocks the secret to his secret sauce.,Adam Elias Buncher,"Sergio Castillo, 
Jessica Renee Russell, 
Tim Cain, 
Jonathan Harris",8.2
10395,tt1210520,Mahek,"11-yr old Mahek dreams of becoming the very best at everything, but is unsure of how to achieve her goals. To complicate things further, an old magic-less modern fairy walks into her life.",Kranti Kanadé,"Shriya Sharma, 
Madan Deodhar, 
Anuya Bhagwat, 
Anuja Borkar",8.6
10408,tt0290563,Devatha,"After the death of a young man's wife, her look alike pretends to be his wife. So he need to discover the truth.",Hemambharadhara Rao K.,"N.T. Rama Rao, 
Savitri, 
Chittor V. Nagaiah, 
Padmanabham",8.1
10409,tt4194954,Home Before the Holiday,"In order to see his family, a man must complete an assignment to bring magical joy to three families, his mission starts a lot further north than his family could have ever expected. Enjoy the magical ride that is Home Before the Holiday.",Ira Mallory,"Brooklyn, 
Teresa Francis, 
Lachelle McKinley, 
Christopher Owens",8.4
10442,tt0249153,Shelter in the Storm,"Four friends wrestle with moving out the town they were born and raised in, when they suddenly find themselves out of work because the towns only factory has been shut down.",David Klass,"Jim Fitzpatrick, 
Linda Denise Martin, 
Michele Palermo, 
Rusty Cooper",9.4
10473,tt2619066,Pharmboy,"Pharmboy is the story of Gunner Barrett, a rural high school student born addicted to prescription pain medications. The film explores the challenging life of a 16 year old boy, the obstacles he has faced, and his path to redemption.",Lawrence Feeney,"Anja Akstin, 
Andrea Alfonso, 
Lan Barefoot, 
Lucius Baston",8.5
10482,tt0311565,Nagarahole,Madhu takes 4 children on a dangerous visit to Nagarhole wildlife sanctuary.,S.V. Rajendra Singh Babu,"Bharathi, 
Vishnuvardhan, 
Shivaram, 
Ambarish",8.1
10498,tt5032300,Puroshkar,"A young boy was send to a child prison, where he tries to change the existed situation.",C.B. Zaman,"Sumon, 
Shakil, 
Bulbul Ahmed, 
Inam Ahmed",8.7
10521,tt0274462,Didi mtsvane veli,"When useful minerals are found in the valley, the herders are required to move. One of them, Sosana, can not cope with industrialization and is alienated from everybody, even his own family.",Merab Kokochashvili,"Dodo Abashidze, 
Lia Kapanadze, 
Mzia Maglakelidze, 
Ilia Bakakuri",8.1
10532,tt10934914,Savarna deergha sandhi,"Muddanna is the leader of a gang that indulges in 'positive rowdyism'. He is in love with Amruthavarshini, an aspiring singer. The film revolves around the gags and misadventures of Muddanna and his gang.",Veerendra Shetty,"Surendra Bantwa, 
Aprameya Bharadwaj, 
Krishnaa Bhat, 
Ravi Bhat",8.2
10557,tt6435230,Ei to Jeebon,Everyday we come across the news of suicide and there are many people who live their lives happily compromising with destiny. Amit thinks his life is full of Misery so suicide is the only way to get rid of it - what happens to Amit ?,Biplob Sarkar,"Tulika Basu, 
Dipanwita Biswas, 
Biswajit Chakraborty, 
Biplab Chatterjee",9.0
10594,tt0235978,Anakku Sazali,The tale of a loving father with a spoiled child,Phani Majumdar,"P. Ramlee, 
Mak Dara, 
Rosnani, 
Zaiton",8.6
10614,tt2707670,Berel and the Bus Driver,"Hired to perform a ritual circumcision in a distant town, a Rabbi makes an eventful journey in a rented mini-bus and faces the perils of the lonely forest to preserve the sanctity of the Sabbath.",Noah Workman,"Joshua Hill, 
Shaya Schonfeld, 
Jonathan Gewirtz",8.6
10619,tt0250441,Jadu Ka Shankh,"Shyam and Soni live with their mother in a village. They are very poor. The children give away the only bread piece to a hungry saint, who in turn gives them a magical conch. The children ...                See full summary »",Sai Paranjape,"Nandita Aras, 
Sulabha Deshpande, 
Girish Karnad, 
Kulbhushan Kharbanda",8.4
10644,tt2316565,The Court of Shards,"Despite their disabilities, the two friends Nora and Isabel try to lead normal lives. Strangely enough, it is their family, well-meaning friends and care workers who appear not to want that...                See full summary »",Jan Eilhardt,"Caroline Fricke, 
Silvia Giehle, 
Natalya Bondar, 
Baba Oury Barry",8.4
10671,tt13307128,Old School Rollers,"After working over 30 years for the same company, Anthony Harrison retired to begin a new chapter in his life. His wife Stacey, encourages him to pick back up his passion for teaching ...                See full summary »",Tree Walters,"Maya Jai Pinson, 
Talia Williams, 
Derek Quick, 
Mignon Pinson",8.4
10674,tt3403944,Suka-Suka Super 7: Habis Gelap Menuju Terang,A story about Indonesian kids music group combined with colossal dance from various culture in Indonesia.,Geri Busye,"Muhammad Fazzil Alditto, 
Bagas Dwi Rizqi Hidayat, 
Bryan Domani, 
Bryant Santoso",8.9
10680,tt2510220,Redemption Night,"One day, Tatsumi, who has lost both his job and family, receives an airmail from Malaysia. Inside of it are a photograph of his little brother who has been missing for years and a letter ...                See full summary »",Takato Hosoi,"Sharifah Amani, 
Azman Hassan, 
Akihiro Hiyama, 
Bront Palarae",8.3
10684,tt3635110,Amka and the Three Golden Rules,"A ten year old Mongolian boy discovers a gold coin. Consumed by greed, his life spirals out of control.",Bob Ahmed,"Hereltogoo Chuluunbaatar, 
Batmunk Hulongoo, 
Dashnyam Maralgua, 
Ganzorig Telmen",8.3
10754,tt18689606,Karma (Nepal Bhasa Movie),"The Nepal Bhasa film 'Karma' based on a Buddhist story began its screening at Guna Cinema Hall, Gwarko, Nepal on Saturday.",Ram Krishna Khadgi,"Madan Krishna Shrestha, 
Karma Shakya, 
Ashishma Nakarmi, 
Yaman Shrestha",8.7
10776,tt2780458,Sooraj Mukhi,Soorjmukhi (Sunflower) represents the human aspirations; with its face always looking towards the Sun. Characters of this movie are the projections of the same philosophy.,Y.P. Babul,"Parikshit Sahni, 
Rehana Sultan, 
Kunal Kapoor, 
Sangeeta Naik",8.2
10781,tt3328290,Borderlands,"Borderlands is the story of Maria Lara, a 74 year old Mexican-American woman and her life as she experiences the daily struggles of keeping her neurotic, dysfunctional family together while...                See full summary »",Hector Bojorquez,"Jessica Avallone, 
Sandra Bojorquez, 
Aspen Carrasco, 
Sisceli Carrasco",8.2
10811,tt1376165,The Child King,"When seven year old Jarret West questions the existence of Santa Claus, his teenage older brother, Jeremy, a young man with Down Syndrome, takes him on a quest to the North Pole to prove Santa is real.",Frank Kerr,"Peter Johnson, 
Will Kellem, 
Paul Blumenfeld, 
Amanda Good Hennessey",9.5
10824,tt1883330,SHUDRA: The Untouchables,SHUDRA-the untouchables is the story of 250 million people subjugated in war and condemned to slavery and bestial existence for ages. these peace loving & imprudent people of ancient times ...                See full summary »,Sanjiv Jaiswal,"Sridhar Dubey, 
Uday Vir Singh Yadav",9.0
10851,tt1267828,Bloom,"A young girl embarks on an epic journey to strange worlds to find her lost father, with the help of a magic book and the friends she makes along the way.","Terri Measel Adams, 
Daniel Measel","Belle Adams, 
Blake Adams, 
Ryan Nathaniel Adams, 
Terri Measel Adams",8.1
10859,tt8493028,Pari Hoon Main: I'm a Fairy,"Pari Hoon Main is a story of Sajiri ,Talented , bright & innocent girl belongs to middle class marathi family . She fortunately gets an opportunity to spark at young age , which rejuvenate ...                See full summary »",Rohit Shilwant,"Shruti Nigde, 
Nandu Madhav, 
Devika Daftardar, 
Faiz Ahmad",8.7
10860,tt3433158,Archie,"Archie is a small boy with learning difficulties. He is written off by just about everyone, until he makes an unlikely friendship that changes everything...",Sue Shearing,"Tom Bonington, 
Simon Brandon, 
James Darcey, 
Leo Fellann",8.1
10880,tt2101465,The Gentleman,A young man put in a moral dilemma is forced to choose between saving his dying pregnant wife or going against his beliefs.,Joe Njagu,"Wanisai Chawatama, 
Faith Chibale, 
Munyaradzi Chidzonga, 
Presley Chweneyagae",8.3
10898,tt1577780,"Asif, Vasif, Agasif",A funny adventures of three little brothers.,Rasim Ismailov,"Nazri Babayeva, 
Ramik Gasanov, 
Parvana Gashimova, 
Tarana Gashimova",8.2
10901,tt3902726,Ei Ghor Ei Songsar,"Two brothers lived happily with their married sister. Once they both got married; motivated by their wives, one choose the path of honesty and hardship and the other one became corrupted.",Malek Afsari,"Rosy Samad, 
Bulbul Ahmed, 
Salman Shah, 
Bristy",8.4
10914,tt9070758,"Os Under Undergrounds, o Começo","A boy ends up in an underground world inhabited by mutant creatures, starting an adventure full of dangers and rock'n'roll.",Nelson Botter Jr.,"Arthur Berges, 
Yuri Chesman, 
Nestor Chiesse, 
Magda Crudelli",8.2
10941,tt3428892,#Sequence,Jaime wants to go to Hollywood. His parents want him to go a bit farther.,"Montxo Armendáriz, 
Manuel Bartual, 
Ferran Brooks, 
Borja Crespo, 
Benja de la Rosa, 
Roland de Middel, 
Elena de Torres, 
Haizea G. Viana, 
Gonzalo Gurrea Ysasi, 
Marina Maesso, 
Javier Marco, 
Raúl Navarro, 
Teo Palomo, 
Víctor Parkas, 
Víctor Alonso Ponce, 
J. Prada, 
K. Prada, 
Roberto Pérez Toledo, 
Gonzalo Reimunde, 
Carlos Rivero, 
Alonso Valbuena","Olga Aguirre, 
Olga Alamán, 
Iñaki Ardanaz, 
Jon Ariño",8.4
10972,tt3238384,Umezurtzak,"Alicia is a judge like her father was, murdered by ETA twenty seven years ago. Now she lives with her husband Ricardo in a residential area in the suburbs from Bilbao. In the house next ...                See full summary »",Ernesto Del Río,"Amaia Aberasturi, 
Ander Aldekoa, 
Joseba Apaolaza, 
Itziar Atienza",8.8
11045,tt1825813,Ikaw ang pag-ibig,"Vangie Cruz (Ina Feleo) is a rebellious woman whose family life and career as a video editor are disrupted when her only brother, a newly ordained priest, Fr. Johnny (Marvin Agustin), is ...                See full summary »",Marilou Diaz-Abaya,"Marvin Agustin, 
Nonie Buencamino, 
Shamaine Buencamino, 
Manny Castañeda",8.4
11052,tt5666046,Super Science Showcase,A collection of five science-rich stories featuring a wide collection of memorable characters. Adventures that make you smarter.,"Lee Fanning, 
Michael Williams","Rachel G. Whittle, 
Kevin Wayne, 
Forrest Deal, 
Daniel Profeta",8.1
11056,tt10351328,Kaarmoda Saridu,"After an unsuccessful suicide attempt, Karthik is able to see the ghosts of four people - an old man, a crying woman, a little kid and a chain smoker. This meet changes his life as he tries...                See full summary »",Udaya Kumar,"Manju Rajanna, 
Advithi Shetty, 
Akshok, 
Divyashree",8.1
11212,tt3758026,The Redemption of Benjamin Black,Two men's personal odysseys as they try to reach their next-to-impossible goals in the vast wilderness of Indian Territory.,T.L. Bridger,"Jacob Dufour, 
Daniel Cleghorn, 
Adam Dufour, 
T.L. Bridger",8.6
11239,tt0400653,The Mind's Treasure Chest,"The Mind's Treasure Chest stars Patrick Heupal as Jack Patterson, a smart, funny high school student who has one day to prepare a speech to become the president of the student council. He ...                See full summary »",Harry Gottlieb,"Clark Carmichael, 
Patrick Heupal",8.3
11285,tt18361688,Samapaju Ra Raghu,"This movie is about Raghu, who finds himself in dire financial difficulty. He comes up with the idea of arranging a kidnapping to make some money, but it all ends up going horribly wrong.",Chinmay Mishra,"Angel, 
Astha Adyasha Dash, 
Debjani Deghuria, 
Suryamayee Mahapatra",9.0
11336,tt11474936,Iqro: Petualangan Meraih Bintang,"Aqila, 9 years old, will learn to read the Qur'an in a Iqro method, which is fun, rhythmic and sung lightly. Aqila's experience inspires her mind of the greatness of Allah who created the universe.",Iqbal Alfajri,"Aisha Nurra Datau, 
Raihan Khan, 
Adhitya Putri, 
Cok Simbara",8.0
11343,tt1303792,Schneewittchen und die sieben Zwerge,"The first German sound film production of the fairy tale, on the other hand, is not shot on outdoor locations, but in the studio. At the same time, it is created in the shadow of Walt Disney's Snow White and the Seven Dwarfs (1937).",Carl Heinz Wolff,"Marianne Simson, 
Elisabeth Wendt, 
Walter Kynast, 
Alfred Pussert",8.2
11387,tt0254450,Johnny the Amazing Firetruck,"All Johnny wants to do when he grows up is to become a fire truck. When we meet him as a grownup, he is struggling to achieve his dream. Johnny meets a young woman named Sarah who can help ...                See full summary »",Jonathan Cohen,"Al Thompson, 
Karlene Hart, 
Eric Axen, 
Bob Walz",8.0
11466,tt2338480,Return to Nowhere,"Miles hasn't returned to his rural home since he made his escape nine years ago. Now, drawn back to attend his father's funeral, he must assemble the pieces of the life he chose to forget. ...                See full summary »",Ferguson Sauvé-Rogan,"Carl Schreiber, 
Sarah Klaren, 
Scott Mathison, 
Bryton Berdahl",8.6
11521,tt1144544,A Federal Case,A coming of age story of a young teenage couple as they struggle with an unwanted pregnancy and the pressures it brings. Their decisions separately and jointly have severe and dramatic consequences.,Trisha Ray,"Amanda Akers, 
Dave Amyx, 
Kayla Baker, 
San Banarje",8.0
11580,tt2176070,Homecoming,"Returning home for his mothers funeral, Bobby is confronted with stark realities in the small town he has forgotten. Bobby and his sister instantly become the parents to their father, Phil,...                See full synopsis »","John David Hartfield, 
Adam N. White","John David Hartfield, 
Kelli Joan Bennett, 
Lori Burlingame, 
Cara DeLizia",8.9
11611,tt0366231,Bhaktha Vijaya,"When the wife of a zamindar falls seriously ill, she asks him to allow her to seek the blessings of Tukaram by whom the zamindar gets denied earlier. So, will the zamindar invite Tukaram keeping all his pride aside ?",Aruru Pattabhi,"Rajkumar, 
Pandari Bai, 
Ramachandra Sastry H.R., 
Mynavathi",9.1
11625,tt1756639,Neon Sky,An American portrait depicting the last days of a traveling carnival and the family who struggles to keep it alive.,Jennifer Juelich,"Nolan Mecham, 
Debra Knox, 
Gracie DeZago, 
D. Sputnik Juelich",8.7
11634,tt0470979,"110%: When Blood, Sweat and Tears Are Not Enough","110% chronicles Robert Patton, a straight-laced family man coaching his son's undefeated team. A perfectionist and constant competitor, Robert believes his style and standards brings ...                See full summary »",Dan Golden,"Jesse Rodriguez, 
Jared Farid Ward, 
Thomas Kopache, 
Elizabeth Farris",8.9
11658,tt2443986,Phin,"Sam, a struggling artist, has one opportunity to impress a dealer and his assistant. However, an unexpected visit from his brother, Phin, who suffers from frontal lobe damage, pulls all of them all into a night of constant delusions.","Patrick Chapman, 
Keith Black","Brandon Stacy, 
Eric Frentzel, 
Keith Black, 
Jackson Bond Jr.",9.0
11671,tt1714632,Changed Days,"Davie has a problem with his memory, but for his daughter, Linda and others around him, the problem might be less about coping, and more about remembering to see the person Davie still is, ...                See full summary »",David Goodall,"Dougie Wallace, 
Floss Ross, 
Jim Webster, 
Jane McCarry",8.5
11676,tt0169790,Dora e ngrohtë,"Besim does not find warmth from his stepfather Ahmet. He abandoned school and makes serious mistakes associating with bad people. But it is precisely the warm hand of classmates, his ...                See full summary »",Kujtim Çashku,"Artur Gorishti, 
Aleksandër Prosi, 
Reshat Arbana, 
Margarita Xhepa",8.0
11685,tt1786657,Ruby Skye P.I.: The Spam Scam,Fifteen-year-old Ruby Skye asks a lot of questions: Why is her best friend Griffin lying? Why does the new school janitor have such clean fingernails? And why is her happy-go-lucky neighbor...                See full summary »,Kelly Harms,"Madison Cheeatow, 
Scott Beaudin, 
Marlee Maslove, 
Kevin Guttierez",8.1
11691,tt14820436,In The Month of July,"The film has been approached with a light and breezy treatment which includes eye-pleasing visuals as it is primarily shot on Red Epic format, in scenic locales of Himachal Pradesh, melodious music, appealing faces and subtle performances.",Zubie Saurabh Sengupta,"Kanwaljeet Singh, 
Shadab Khan, 
Shamim Akbarali, 
Aditya Ranvijay",8.3
11701,tt0367072,Soirée,"On his 30th birthday, David tries to reconcile with his estranged wife Angela, but she brings another man to the party. In front of their friends, Angela informs her husband that she will ...                See full summary »",Ford Austin,"Shahe Assilian, 
Ford Austin, 
Carley Corbin, 
Leah Harrison",8.0
11766,tt6262750,Ammani,A bond is forged between an aged ragpicker and a middle-aged woman.,Lakshmy Ramakrishnan,"Lakshmy Ramakrishnan, 
Subbalakshmi, 
George Maryan, 
Nitin Sathya",8.0
11774,tt1534836,SK8 Magic,"Set in a roller skating rink, this film includes a Toys For Tots skate jam highlighting some of the top jam skaters in the nation.",Donald Foster,"W. Scott Parker III, 
Micah Shane Ballinger, 
Eric Brown, 
Constance Collins",8.2
11785,tt3598200,The Distant Boat,"A young man's life changes forever after a life-threatening encounter on the Kenyan coast. Now he must risk his job, his love, and his future for something even more important.",Andy Brown,"Isis Adannaya Munyiva Muli, 
Joan Arigi, 
Philip Chege, 
Claude Judah",8.4
11805,tt0290167,The Copter Kids,Helicopter pilots help children to track down cattle rustlers.,Ronald Spencer,"Sophie Neville, 
Sophie Ward, 
Jonathan Scott-Taylor, 
Paul Chambers",8.2
11849,tt1625074,D*I*Y,He fights for wealth. She fights for independence.,"Derek R. Griffith, 
Jill Baker","John Shartzer, 
Adara Lialios, 
Mike Herrera, 
Mark Scaramuzzo",8.2
11862,tt1451420,Stingers Rule!,A local children's football team springs into action when they risk losing their beloved old ground to property developers. Can The Stingers raise enough funds to save the historic pitch!,Martin Tempest,"Lucy Wills, 
Luke Pasqualino, 
Claire Jordon, 
Conor Baum",9.1
11876,tt5361436,Karie,"Karie means Black. While there are tonal variations in culture across the southern multicultural, multi-religious Indian state called Kerala, one thing that remains unchanged is the caste ...                See full summary »",Naranipuzha Shanavas,Rammohan Ravindran,8.4
11889,tt0246003,Kirayi Rowdylu,"Sitadevi's life turns upside down when her husband dies in an accident. To add to her sorrow, one of her sons is separated from her and grows up to be a criminal.",A. Kodandarami Reddy,"Chiranjeevi, 
Mohan Babu, 
Radhika Sarathkumar, 
Kaikala Satyanarayana",8.4
11890,tt7813894,Zaraab,Five individuals struggling to achieve their dreams in a Future City.,Jaan Albalushi,"Shahnawaz Shah, 
Aziz Azul, 
Zakir Daad Baloch, 
Aqib Asif",8.2
11903,tt5891746,Janma,Vandana Sarpotdar is a 50 year old single mother who wants to go for a test tube in order to save the life of her only daughter Nisha who is suffering from Leukemia and needs a Bone Marrow Transplant.,Shirish Rane,"Anand Abhyankar, 
Dilip Gujar, 
Veena Jamkar, 
Nutan Jayant",8.2
11925,tt0348585,Detza igrayat van,"Three thematically related novels. The first is ""Mother, father and me"". The adults have hard time answering the kid's questions. Young Yulian sees that his parents are arguing. He cannot ...                See full summary »",Ivanka Grybcheva,"Dimitar Ganev, 
Nikolay Danailov, 
Ognyan Atanasov, 
Nevena Kokanova",8.5
11929,tt1521655,Adultolescence,"LEA, a young Chinese-American woman, once disowned by her immigrant mother and now struggling to make peace, goes through a painful, sometimes comedic, journey that has her teetering between a breakdown and breakthrough.","Diep Bui, 
Vicky Shen","Jeanne Sakata, 
Vicky Shen, 
Clementine Ngo Anh, 
Michael Yama",8.7
11943,tt1969964,Burn Crisis,"Meet Carlos: whose world is thrown into complete disarray when a large wild fire destroys, not only his home, but his ability to function. While at a temporary shelter for those displaced ...                See full summary »",Kim Rocco Shields,"Rob Allen, 
Mark Black, 
Sergio Carbajal, 
Jamie Fishback",8.3
11958,tt5284164,Moroner Pore,Parents of a middle class family along with their children are living happily. Suddenly an accident turned their happy face into pale.,Azharul Islam Khan,"Alamgir, 
Shabana, 
Anowara, 
Khalil",8.7
12016,tt1976529,Camp Winoaka,"Pranks will be played, ghost stories will come alive, and crushes will be revealed, all in another summer at Camp Winoaka.",Xai Homechan,"James Cain, 
Kenton Duty, 
Mona Hosseiny, 
Clayton LaDue",8.3
12042,tt1833080,Sesame Street: C is for Cookie Monster,"Celebrate all things Cookie Monster with this collection filled with sweet stories and scrumptious songs including the favorite ""Cookiehood"" story.",Kevin Clash,"David Rudman, 
Leslie Carrara-Rudolph, 
Kevin Clash, 
Emilio Delgado",8.8
12079,tt1445763,The Family Picture,"In a run-down flat resides Victor Knight, an eighteen-year-old orphan who lives with, and for, his younger sister Candy who he nurses through her terminal illness. On the advent of Candy's ...                See full summary »",Avinash Babur,"Alexander Allin, 
David Aston, 
Jenny Bingham, 
Roger Camden",8.6
12125,tt8232168,Chintamani,Based on the life story of a Sanskrit poet named Bilwamangal.,Y.V. Rao,"Aswathamma, 
M.K. Thyagaraja Bhagavathar, 
L. Narayan Rao, 
S.S. Rajamani",8.3
12197,tt1784687,The Wizard of Agni,"In this mockumentary, Anauka Shelley (Jamie Lynn Catrett) gets the funding to make her film ""Unity of Women"" on one condition: she must direct a children's theatre production of ""The Wizard...                See full summary »",Ken Feinberg,"Noah Lomax, 
Isabella Amara, 
Jenna Kanell, 
Randall Taylor",8.6
12284,tt7279144,Jeerjimbe,A schoolgirl races against time in a government-issued bicycle to escape child marriage.,Karthik Saragur,"Ram Manjjonaath, 
Suman Nagarkar, 
Gowtham Natana, 
Lavanya Natana",8.1
12291,tt0287123,The Wednesday Night Save the World Society,Eight people come together to save the world and wind up saving each other.,"Fred Burke, 
Dave Eisenstark","Dwight Hicks, 
Ruth de Sosa, 
Mary Margaret Robinson, 
Roger Ranney",8.2
12403,tt8431552,Bhalo Meye Mando Meye,"Genia's family which includes her brother and father runs on her money, but she becomes the devil in their eyes when they come to know that she is a call girl. She is driven out of her ...                See full summary »",Somnath Sen,"Ferdous Ahmed, 
Dipankar Dey, 
Tapas Pal, 
Debashree Roy",9.0
12424,tt0245506,Tigyrcheto,The five-year-old kid Dimo must go to the kindergarten. He is not used to talking to the other kids and he has problems adjusting. His teacher gives him the task of taking care of aquarium....                See full summary »,Mariana Evstatieva-Biolcheva,"Vladko Vasilev, 
Nevena Kokanova, 
Vassil Mihajlov, 
Emilia Radeva",8.1
12432,tt1602103,Ashes,"After the death of their estranged father, brother and sister John and Emily Erickson must drive from Los Angeles to Arizona to pick up the ashes and confront their feelings on life, death, faith and family.",Joseph M. Petrick,"Tim Venable, 
Ruby Wendell, 
Jim Turner, 
Craig Anton",8.4
12512,tt4955112,Shutorang,"A young couple of village fall in love. But separated when the girl is married to another, when the the boy goes to town to earn money. Can they reunite again now.",Subhash Dutta,"Subhash Dutta, 
Kabori Sarwar, 
Inam Ahmed, 
Shaukat Akbar",8.2
12557,tt0261334,Sumangali,"Viswam and Sarada loves each other and gets married. But when Viswam gets impotent because of an accident, a lot of changes and problems occur in their marital life.",Adurthi Subba Rao,"Akkineni Nageshwara Rao, 
Savitri, 
Kongara Jaggaiah, 
Varalakshmi G.",8.0
12588,tt10005688,Dhuntaaraa,"Four children from city move to a village close by, for a fun filled vacation and end up finding answers to many of their hitherto unanswered questions that they had always harboured in ...                See full summary »",Amit Ojha,"Zaidaan Khan, 
Mradul Ojha, 
Muskaan Ojha, 
Neelam Ojha",8.4
12630,tt0324331,Trompeten Anton,Fellow tenants in a high rise are extremely irked by Anton's trumpet playing until they learned it has magical powers beneficial to them.,Wolfgang Hübner,"Andreas Pfaff, 
Jürgen Heinrich, 
Madeleine Lierck, 
Fred Delmare",8.4
12689,tt2759390,Bettada Jeeva,Human relations and the interaction between human beings and nature.,P. Sheshadri,"H.G. Dattatreya, 
Lakshmi Hegde, 
Prabhudev, 
Suchendra Prasad",8.7
