,id,title,tags
65,tt0910970,WALL·E,"['In', 'the', 'distant', 'future,', 'a', 'small', 'waste-collecting', 'robot', 'inadvertently', 'embarks', 'on', 'a', 'space', 'journey', 'that', 'will', 'ultimately', 'decide', 'the', 'fate', 'of', 'mankind.', 'BenBurtt', 'ElissaKnight', 'JeffGarlin', 'FredWillard', 'AndrewStanton']"
66,tt0032138,The Wizard of Oz,"['Young', 'Dorothy', 'Gale', 'and', 'her', 'dog', 'Toto', 'are', 'swept', 'away', 'by', 'a', 'tornado', 'from', 'their', 'Kansas', 'farm', 'to', 'the', 'magical', 'Land', 'of', 'Oz,', 'and', 'embark', 'on', 'a', 'quest', 'with', 'three', 'new', 'friends', 'to', 'see', 'the', 'Wizard,', 'who', 'can', 'return', 'her', 'to', 'her', 'home', 'and', 'fulfill', 'the', ""others'"", 'wishes.', 'JudyGarland', 'FrankMorgan', 'RayBolger', 'BertLahr', 'VictorFleming', 'GeorgeCukor', 'MervynLeRoy', 'NormanTaurog', 'RichardThorpe', 'KingVidor']"
67,tt1049413,Up,"['78-year-old', 'Carl', 'Fredricksen', 'travels', 'to', 'Paradise', 'Falls', 'in', 'his', 'house', 'equipped', 'with', 'balloons,', 'inadvertently', 'taking', 'a', 'young', 'stowaway.', 'EdwardAsner', 'JordanNagai', 'JohnRatzenberger', 'ChristopherPlummer', 'PeteDocter', 'BobPeterson']"
68,tt0317705,The Incredibles,"['While', 'trying', 'to', 'lead', 'a', 'quiet', 'suburban', 'life,', 'a', 'family', 'of', 'undercover', 'superheroes', 'are', 'forced', 'into', 'action', 'to', 'save', 'the', 'world.', 'CraigT.Nelson', 'SamuelL.Jackson', 'HollyHunter', 'JasonLee', 'BradBird']"
69,tt3183660,Fantastic Beasts and Where to Find Them,"['The', 'adventures', 'of', 'writer', 'Newt', 'Scamander', 'in', 'New', ""York's"", 'secret', 'community', 'of', 'witches', 'and', 'wizards', 'seventy', 'years', 'before', 'Harry', 'Potter', 'reads', 'his', 'book', 'in', 'school.', 'EddieRedmayne', 'KatherineWaterston', 'AlisonSudol', 'DanFogler', 'DavidYates']"
71,tt0266543,Finding Nemo,"['After', 'his', 'son', 'is', 'captured', 'in', 'the', 'Great', 'Barrier', 'Reef', 'and', 'taken', 'to', 'Sydney,', 'a', 'timid', 'clownfish', 'sets', 'out', 'on', 'a', 'journey', 'to', 'bring', 'him', 'home.', 'AlbertBrooks', 'EllenDeGeneres', 'AlexanderGould', 'WillemDafoe', 'AndrewStanton', 'LeeUnkrich']"
72,tt8912936,DC League of Super-Pets,"['Krypto', 'the', 'Super-Dog', 'and', 'Superman', 'are', 'inseparable', 'best', 'friends,', 'sharing', 'the', 'same', 'superpowers', 'and', 'fighting', 'crime', 'side', 'by', 'side', 'in', 'Metropolis.', 'However,', 'Krypto', 'must', 'master', 'his', 'own', 'powers', 'for', 'a', 'rescue', 'mission', 'when', 'Superman', 'is', 'kidnapped.', 'DwayneJohnson', 'KevinHart', 'KateMcKinnon', 'JohnKrasinski', 'JaredStern', 'SamJ.Levine']"
76,tt0087538,The Karate Kid,"['A', 'martial', 'arts', 'master', 'agrees', 'to', 'teach', 'karate', 'to', 'a', 'bullied', 'teenager.', 'RalphMacchio', 'PatMorita', 'ElisabethShue', 'MartinKove', 'JohnG.Avildsen']"
79,tt0398286,Tangled,"['The', 'magically', 'long-haired', 'Rapunzel', 'has', 'spent', 'her', 'entire', 'life', 'in', 'a', 'tower,', 'but', 'now', 'that', 'a', 'runaway', 'thief', 'has', 'stumbled', 'upon', 'her,', 'she', 'is', 'about', 'to', 'discover', 'the', 'world', 'for', 'the', 'first', 'time,', 'and', 'who', 'she', 'really', 'is.', 'MandyMoore', 'ZacharyLevi', 'DonnaMurphy', 'RonPerlman', 'NathanGreno', 'ByronHoward']"
80,tt2543472,Wonder,"['Based', 'on', 'the', 'New', 'York', 'Times', 'bestseller,', 'this', 'movie', 'tells', 'the', 'incredibly', 'inspiring', 'and', 'heartwarming', 'story', 'of', 'August', 'Pullman,', 'a', 'boy', 'with', 'facial', 'differences', 'who', 'enters', 'the', 'fifth', 'grade,', 'attending', 'a', 'mainstream', 'elementary', 'school', 'for', 'the', 'first', 'time.', 'JacobTremblay', 'OwenWilson', 'IzabelaVidovic', 'JuliaRoberts', 'StephenChbosky']"
