,id,title,description,director,cast,rating
36,tt0078748,Alien,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,Ridley Scott,"Sigourney Weaver, 
Tom Skerritt, 
John Hurt, 
Veronica Cartwright",8.5
46,tt0081505,The Shining,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",Stanley Kubrick,"Jack Nicholson, 
Shelley Duvall, 
Danny Lloyd, 
Scatman Crothers",8.4
86,tt0084787,The Thing,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,John Carpenter,"Kurt Russell, 
Wilford Brimley, 
Keith David, 
Richard Masur",8.2
95,tt0070047,The Exorcist,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter.",William Friedkin,"Ellen Burstyn, 
Max von Sydow, 
Linda Blair, 
Lee J. Cobb",8.1
96,tt0054215,Psycho,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.",Alfred Hitchcock,"Anthony Perkins, 
Janet Leigh, 
Vera Miles, 
John Gavin",8.5
200,tt0063522,Rosemary's Baby,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.",Roman Polanski,"Mia Farrow, 
John Cassavetes, 
Ruth Gordon, 
Sidney Blackmer",8.0
350,tt0056687,What Ever Happened to Baby Jane?,A former child star torments her paraplegic sister in their decaying Hollywood mansion.,Robert Aldrich,"Bette Davis, 
Joan Crawford, 
Victor Buono, 
Wesley Addy",8.0
531,tt20249418,Romancham,Based on real incidents that happened in the life of 7 bachelors in Bangalore in 2007 after playing the Ouija board and events followed by it.,Jithu Madhavan,"Soubin Shahir, 
Arjun Ashokan, 
Chemban Vinod Jose, 
Sajin Gopu",8.1
582,tt0010323,The Cabinet of Dr. Caligari,"Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.",Robert Wiene,"Werner Krauss, 
Conrad Veidt, 
Friedrich Feher, 
Lil Dagover",8.0
943,tt0012364,The Phantom Carriage,"On New Year's Eve, the driver of a ghostly carriage forces a drunken man to reflect on his selfish, wasted life.",Victor Sjöström,"Victor Sjöström, 
Hilda Borgström, 
Tore Svennberg, 
Astrid Holm",8.0
1017,tt8239946,Tumbbad,A mythological story about a goddess who created the entire universe. The plot revolves around the consequences when humans build a temple for her first-born.,"Rahi Anil Barve, 
Anand Gandhi, 
Adesh Prasad","Sohum Shah, 
Jyoti Malshe, 
Anita Date-Kelkar, 
Ronjini Chakraborty",8.2
1265,tt13309170,Influencer,"While struggling on a solo backpacking trip in Thailand, social media influencer Madison meets CW, who travels with ease and shows her a more uninhibited way of living, but CW's interest in her takes a darker turn.",Kurtis David Harder,"Emily Tennant, 
Sara Canning, 
Cassandra Naud, 
Rory J Saper",8.1
1352,tt0046911,Diabolique,The wife and mistress of a loathed school principal plan to murder him with what they believe is the perfect alibi.,Henri-Georges Clouzot,"Simone Signoret, 
Véra Clouzot, 
Paul Meurisse, 
Charles Vanel",8.1
1512,tt23572542,My Animal,"Heather, an outcast teenage goalie, falls for newcomer Jonny, an alluring but tormented figure skater. As their relationship deepens, Heather's growing desires clash with her darkest secret, forcing her to control the animal within.",Jacqueline Castel,"Bobbi Salvör Menuez, 
Amandla Stenberg, 
Heidi von Palleske, 
Stephen McHattie",8.1
1570,tt2478478,Dreams of Darkness,"Devastated by the disappearance of his wife, Derek Fabry enters a nightmarish world of the occult, erotic evil, and supernatural seduction as he tries to unravel the mystery of her vanishing.",Nikolai Malden,"Miles Jonn-Dalton, 
Pia Bertucci, 
Renee Domenz, 
Libby Amato",8.1
1641,tt25872924,Waktu Maghrib,In a village there is a girl who says goodbye to the mosque to pray maghrib to her father.,Sidharta Tata,"Ali Fikry, 
Bima Sena, 
Nafiza Fatia Rani, 
Andri Mashadi",8.7
1756,tt0063633,The Cremator,"Set in Central Europe during World War II, a demented cremator believes cremation relieves earthly suffering and sets out to save the world.",Juraj Herz,"Rudolf Hrusínský, 
Vlasta Chramostová, 
Jana Stehnová, 
Milos Vognic",8.0
2146,tt3461252,The Blue Elephant,"The story of Dr. Yehia, a psychotherapist at Al Abbasia hospital. He works in the department treating the criminally insane, only to find his best friend to be one of the patients. Trying ...                See full summary »",Marwan Hamed,"Karim Abdel Aziz, 
Khaled El-Sawi, 
Nilli Karim, 
Mohamed Mamdouh",8.0
2422,tt0016847,Faust,The demon Mephisto wagers with God that he can corrupt a mortal man's soul.,F.W. Murnau,"Gösta Ekman, 
Emil Jannings, 
Camilla Horn, 
Frida Richard",8.1
2905,tt13871422,Enter the Drag Dragon,"Crunch is a part-time amateur detective / full-time Drag Queen. Crunch finds himself over his head dealing with corrupt cops, gangsters, zombies, androids, mummies and ghosts. Don't miss this first ever Drag-Fu Odyssey.",Lee Demarbre,"Jade London, 
Samnang Tep, 
Beatrice Beres, 
Dave Bignell",8.8
2912,tt12415546,Attack on Titan: Chronicle,A recap of the popular anime series Shingeki no Kyojin from seasons 1-3.,"Masashi Koizuka, 
Tetsurô Araki","Yûki Kaji, 
Yui Ishikawa, 
Marina Inoue, 
Natsuki Aikawa",8.5
3083,tt12981538,Capra cu trei iezi,"Secluded from the world, in XIX century rural Romania, a widow and mother of three must defend what's left of her family, at all costs, from an old family friend turned foe. Based on one of...                See full summary »",Victor Canache,"Maia Morgenstern, 
Marius Bodochi, 
Razvan Ilina, 
Antonio Gavrila",8.2
3147,tt23874814,Backrooms: The Movie,Kane Pixels (Kane Parsons) Falls Into The Backrooms And Try's To Get Out Of It,Gideon Bratland,"Gideon Bratland, 
Kane Parsons",9.2
3213,tt1530535,Magnetic Rose,"""Magnetic Rose"" is about what happens when a deep space corporate freighter is called upon to investigate a distress signal from what ought to be a derelict space station. The space station...                See full summary »",Kôji Morimoto,"Shigeru Chiba, 
Ami Hasegawa, 
Masato Hirano, 
Tomoko Ishimura",8.2
3246,tt26542515,Suvarna Sundari,"Revolves around a fabled Trinethri Idol, and how it affects several lives in the course of its journey from the 15th century to modern times.",Surendra Madaarapu,"Sakshi Chaudhary, 
Shamna Kasim, 
Jaya Prada, 
Avinash",8.5
3278,tt11241394,Hair-Trigger,A group of novice criminals find themselves laying low in the middle of nowhere. Chaos and confusion set in as they find out they may not be alone.,Steven Gerald Warkel,"Emily Carlson, 
Chris Charais, 
Joseph Schwartz, 
Jeremy Frandrup",8.9
3375,tt4470260,The Arc,"A secret organization with a hidden agenda sets in motion the beginning of Armageddon. Governments have been infiltrated, law and order become an illusion, and humanity struggles to hang on...                See full summary »",J.T. Woods,"Maria Shamkalian, 
Samantha Ireland, 
Jeff Moffitt, 
Zephyr Ingle",9.1
3462,tt10515086,The Blue Elephant 2,"A meeting with a new inmate in the psychiatric hospital flips Dr. Yehia's life upside down, he prophesies that the death of his entire family is only three days away.",Marwan Hamed,"Karim Abdel Aziz, 
Nilli Karim, 
Hind Sabri, 
Eyad Nassar",8.0
3497,tt0087123,Strangler vs. Strangler,"A mentally-disturbed flower seller starts killing young girls on the streets of Belgrade. While the frustrated police inspector is trying to stop him, an aspiring musician finds his life and work deeply intertwined with that of a killer.",Slobodan Sijan,"Tasko Nacic, 
Nikola Simic, 
Srdjan Saper, 
Sonja Savic",8.1
3586,tt0165473,Demons,"After being robbed by a geisha, a ronin warrior carves a bloody path to seek revenge.",Toshio Matsumoto,"Katsuo Nakamura, 
Juro Kara, 
Yasuko Sanjo, 
Masao Imafuku",8.0
3827,tt7941892,Attack on Titan: The Roar of Awakening,"Eren Yeager and others of the 104th Training Corps have just become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose.",Masashi Koizuka,"Yûki Kaji, 
Yui Ishikawa, 
Marina Inoue, 
Hiro Shimono",8.4
3964,tt5061126,Rocky Horror Show Live,"A live stage production of the musical, filmed at the Playhouse Theatre in London, commemorating the 40th anniversary of the release of The Rocky Horror Picture Show (1975).",Christopher Luscombe,"Jayde Westaby, 
Haley Flaherty, 
Ben Forster, 
Stephen Fry",8.1
4061,tt23024514,Ballabhpurer Roopkotha,King Bhupati Ray of Ballabhpur is almost bankrupt. He plans to sell off his dilapidated ancestral mansion to repay his debts. But the ghost of an ancestor decides to play spoilsport.,Anirban Bhattacharya,"Satyam Bhattacharya, 
Surangana Banerjee, 
Debraj Bhattacharya, 
Shyamal Chakraborty",8.2
4076,tt8428550,Canvas,"When a demon known as 'The Painter' comes to Earth, FBI agent George Rohan finds himself tasked with covering up The Painter's multiplying murders. Meanwhile a journalist, Reila Martin works to unveil George's growing web of lies.",Ryan Guiterman,"Mandy Bishop, 
Tymon Brown, 
Marama Corlett, 
Isabel Ellison",8.0
4125,tt11416582,Amber Road,This is a horrific tale filled with twists and turns in a world where nothing is as it seems. A couple find themselves imprisoned by a serial killer driven by the demands and depravity of individuals finding a community on the dark web.,B. Luciano Barsuglia,"Rachel Riley, 
Elissa Dowling, 
William McNamara, 
Crystal J. Huang",8.2
4735,tt2351177,Bhooter Bhabishyat,"A rib-tickling comedy about a group of spirits who, in their various idiosyncrasies, try and save their only haunt, their resting place, when some unscrupulous builders try and break it down to build a modern monstrosity.",Anik Datta,"Swastika Mukherjee, 
Parambrata Chattopadhyay, 
Sabyasachi Chakrabarty, 
Samadarshi Dutta",8.1
4822,tt13053618,Casting Kill,"An identity fraudster posing as a casting director for a major Hollywood production, preys on actors desperate to win their big break.",James Smith,"Rob Laird, 
Rachel Chima, 
Jack Forsyth-Noble, 
Andrew Elias",8.0
4887,tt15658626,Here for Blood,"When his girlfriend, Phoebe, is swamped with college exams; Tom O'Bannon, a rowdy pro-wrestler struggling to make ends meet, agrees to fill in as a last-minute replacement for her well ...                See full summary »",Daniel Turres,"Shawn Roberts, 
Maya Misaljevic, 
Joelle Farrow, 
Tara Spencer-Nairn",8.5
5202,tt0214915,Manichithrathazhu,"When a forbidden room in an old bungalow is unbolted, the spirit of a vengeful dancer is unleashed.",Fazil,"Shobana, 
Mohanlal, 
Suresh Gopi, 
Vinaya Prasad",8.8
5288,tt15341964,Camera Error,Who knows about live murder? Will there be a camera malfunction or camera error?,Agaran,"Agaran, 
Sudhir Reddy Gujjula, 
Prabakar, 
Harini Prasanna",8.7
5495,tt23860842,Evil,"Film starts with anbu, he dreams a bad visual which he gets regularly in his dreams, so to understand about the nightmare he plans a trip with his Girlfriend Pavithra and along with roommate Harish to visit a haunted Church.",Jagan Aloysius,"Vijay Akash, 
Jeeva, 
Lavika, 
Nithya Raj",8.7
5508,tt3683440,Deyyam,This film explores the competing strengths of a father's love and an evil spirit's will to possess.,Ram Gopal Varma,"Tanikella Bharani, 
Swathi Deekshith, 
Swati Dixit, 
Aahuthi Prasad",8.0
5521,tt25030660,Keeping Secrets,"Determined to prove herself, a police officer must go undercover at a seedy lounge to catch a serial killer.",Omegia Keeys,"Bridgette Michelle Bentley, 
Jesse Dwight Bingham, 
Quincy Bonds, 
Scott Burkholder",8.6
5538,tt20863740,Miltown,"When an ancient being infiltrates an imaginative young man's family ranch, he must take it upon himself to discover who can be trusted and who is turning them against each other.","Chris Beyrooty, 
Connor Martin","Clay Flaten, 
John Adams, 
Zelda Adams, 
Henry Lynch",9.2
5700,tt14642156,Reunion from Hell 2,"Picking up two years after the events of the first film, we follow Riley Conner and his friends as they leave to celebrate Christmas at a secluded cabin in the mountains after an anonymous ...                See full summary »","Hayden Newman, 
Sam Hodge","Lisa Wilcox, 
Mark Patton, 
James Stokes, 
Danny Hassel",9.0
5954,tt9509866,The Guy Who Didn't Like Musicals,"Paul is an average guy. He likes movies, and pizza, and average guy things. He does not like - musicals. But Paul's small world is about to come crashing down under the weight of ...                See full summary »",Nick Lang,"Jon Matteson, 
Lauren Lopez, 
Joey Richter, 
Jaime Lyn Beatty",8.4
5956,tt19636300,Geetha,Geeta (Hebba Patel) is a dumb orphan girl. She runs an orphanage with the support of her childhood deaf friend Valli (Priya) . Geeta and Priya gathers list like who are not having children ...                See full summary »,Viswa R Rao,"Hebah Patel, 
Sunil",8.6
6103,tt10943762,The Red Tide Massacre,A female TV reporter investigating the red tide environmental disaster in Southwest Florida becomes the target of an unknown monster.,"John A. Russo, 
Gavin Peretti, 
Joseph M. Setele","Michael Paré, 
Susan Elle, 
Sam Schweikert, 
Rich Sands",9.0
6163,tt13261048,La Bruja,"40 years ago, a man made a pact with a witch in exchange for the life of his granddaughter when she turned 15. Now the time has come, and the family must fight.",Ronny A. Sosa,"Orestes Amador, 
Hony Estrella, 
Guillermo Liriano, 
Lumi Lizardo",9.0
6322,tt13449566,WJHC AM,"A smart ass DJ wants to start a career in radio, but the only place that will hire him is an old Southern Gospel Radio station. His first night shift happens during Y2K AND the rapture. Literally, all hell breaks loose.","Vinnie Vineyard, 
Luke Walker","Vinnie Vineyard, 
Tracy Yaste, 
Luke Walker, 
Travis Graves",9.6
6396,tt7140554,Eyeless Jack,Judge Mathis goes on a thrilling adventure on the quest to find the lost aura of space.,"Chris Barcia, 
Joanna 'Priss' Medina","Lance Bilodeau, 
Candi Core, 
Alyssa Perez",8.6
6397,tt2585562,Pizza,A pizza delivery boy lands in a mysterious circumstance and it works a dramatic change in his life.,Karthik Subbaraj,"Vijay Sethupathi, 
Ramya Nambeeshan, 
Aadukalam Naren, 
Karunakaran",8.0
6457,tt14571220,8 Found Dead,"Two couples take a weekend getaway in the middle of the desert, only to discover that their airbnb is already occupied. It's a long and bloody night told from four points-of-view.",Travis Greene,"Nancy Linehan Charles, 
Alisha Soper, 
Tim Simek, 
Laura Buckles",8.4
6515,tt11706558,Fang,Psychological Thriller about a young man dealing with his mental struggles while living with his failing mothers health and breaking down himself.,Richard Burgin,"Dylan LaRay, 
Lynn Lowry, 
Jess Paul, 
Tom White",8.8
6578,tt21239560,Minacious,A customer service agent working from home is terrorized by a dissatisfied psychopathic caller.,Richard Anthony Dunford,"Sarah Alexandra Marks, 
Eric Roberts, 
Colin Baker, 
Dani Thompson",8.6
6623,tt11120378,The Once and Future Smash,"In 1970, Mikey and William both portrayed football cannibal Smash-Mouth in the influential cult hit, End Zone 2. Now, 50 years later, only one can wear the mask.","Sophia Cacciola, 
Michael J. Epstein","Michael St. Michaels, 
Bill Weeden, 
A.J. Cutler, 
Vincent Craig Dupree",8.1
6628,tt15197250,Sin Apple,A man places a woman under a spell to make her fall in love with him. Problems arise when her true love comes back into the picture.,Kenya Cagle,"Melessa Avery, 
Beverly Brown, 
Naeemah Brown, 
Markel Burden",9.3
6782,tt16350506,Loving Polly,"After a young teenage girl leaves a summer concert in the mid 90's, she is viciously attacked and abducted by a young man with animalistic-like behavior. Polly awakens confused and ...                See full summary »",John Theissen Jr.,"Ryan Calvacca, 
Marcia Aracena Cruz, 
Catalina Natale, 
John Theissen Jr.",8.8
6910,tt6025212,Eyeless Jack: The Movie,Eyeless Jack's movie is a fan of 0 euro badge film based on Eyeless Jack's creepypasta.,Matteo Finozzi,"Alessandro Mendo, 
Daniele Turcato, 
Matteo Finozzi",8.2
6969,tt1278060,The Garden of Sinners: Paradox Spiral,A teenage demon hunter uses her mystical powers to investigate supernatural events.,"Takayuki Hirao, 
Takahiro Miura","Maaya Sakamoto, 
Kenichi Suzumura, 
Takako Honda, 
Jôji Nakata",8.0
7080,tt19414026,Retro Freaks,"They collect toys. She collects souls. A group of friends must stand together to take down the demon, Princess Acula, before it is too late.","Michael Goldermann, 
David James Ryan","Andre Gower, 
Josh Martin, 
Blake McNamara, 
Nikole Cheyanne Newberry",8.5
7086,tt14425468,Jatugriha,"Upon taking up a new job, a hotel manager tries to unearth the mystery behind a seemingly haunted manor in the hills.",Saptaswa Basu,"Parambrata Chattopadhyay, 
Bonny Sengupta, 
Piyali Chakraborty, 
Payel Sarkar",8.3
7172,tt10472094,Inheritance,"After the murder of their parents,Nick and Steve Wellington are left to share their Inheritance. However, when the masked Figure shows back up to finish what was started, everyone will learn the hard way that blood runs thicker than water.",Michael Kenneth Fahr,"Michael Kenneth Fahr, 
Christopher Sarlls, 
Christopher Patrino, 
Justine Renee",8.3
7184,tt15470434,My Inner Demon: A Geraldson Tale,"While making a series of found footage videos, a pair of filmmakers accidentally summon an evil entity that becomes hellbent on destroying them.",Gerald Varga,"Darren Andrichuk, 
Magdalena Fekete, 
Jimmy Gannon, 
David Quast",8.2
7281,tt7598276,Phantom,"A young reporter reveals, in search of her first big story, the cruel truth about the legend of the phantom and a 15-year unsolved murder series .",Stephan Taubert,"Sascha Malo Klemm, 
Reinhardt Großmann, 
Stephan Taubert, 
Kathleen Lepel",8.0
7386,tt13632748,Blackout,This film looks back on the mysterious disappearances that took place at the fort of Mont-Tarb in November 2018.,Arthur Sauvion,"Kian Barazandeh, 
Pierre Birling",9.1
7390,tt22940988,Ribspreader,"In the depraved depths of Murder City comes Ribspreader. A crazed maniac on a bloody crusade hellbent on wiping out smokers. In a city of killers, freaks and perverts, a turf war for victims explodes!",Dick Dale,"Tommy Darwin, 
Marni Russo, 
Neil Foley, 
Tess O'Flaherty",8.1
7431,tt19784370,Bairan Palli,Telugu film directed by Venkat Kacharla.,Kacharla Venkat,"Prem Sagar, 
Prabhavati, 
P. Vijay Kumar, 
Madhavi Prasad",8.9
7596,tt17282434,Phas Gaye Yaaro,based on the fictional horror story about a witch who roams around a jungle resort and abducts every men at night when they are alone outside the resort and only leaves their underwear behind causing many disappearances over the months.,Yusuf Surti,"Mast Ali, 
Aziz Naser, 
Alfaf Hyder, 
Nimesh Diliprai",8.7
7664,tt18297438,Succuba,An evil presence attaches to a lonely widower who intends to guard it for as long as he can.,Jaron Lockridge,"Ketrick 'Jazz' Copeland, 
Crystal Jones, 
Christopher Allen, 
Jeff Haltom",8.2
7874,tt0451638,Ang babaeng nawawala sa sarili,"WITH HER DEVIANT SEXUAL BEHAVIOR, OLIVIA, A NYMPHOMANIAC, COMPROMISES THE REPUTATION OF ALBINA WHO RESEMBLES HER.",Eddie Rodriguez,"Dina Bonnevie, 
Tonton Gutierrez, 
Eddie Gutierrez, 
Cherie Gil",8.1
7892,tt12813706,It Came Upon a Midnight Clear,"Jeremy Adams, a hopeless romantic high school senior, just scored a date with his dream girl, Amanda Lawton, but she is kidnapped causing him and his best friend, Minka, to go on a horrific quest to save her from a ruthless serial killer.",Stephen Allen Gutierrez,"Drew Pipkin, 
Jaeden Riley Juarez, 
Katerina Sifuentes, 
Michael Berryman",8.5
7908,tt4879102,Films Confiscated from a French Brothel,"A bare all Avant-garde Anthology homage to silent stag films, vintage erotica and pre-code sexiness.","Selene Kapsaski, 
Gabriella Kapsaski, 
Bob Moricz, 
Drusilla Phillips, 
Craig Podmore, 
J.P. Schmidt","Patrick Carney Junior, 
Tom Christoffel, 
Barry Cortez, 
Una Debrovnik",8.8
7968,tt4953676,Garrow,"Robert Francis Garrow was a serial rapist and murderer whose reign of terror paralyzed the North Country between the years of 1960 and 1978. Born in Mineville, New York in 1936, Robert's ...                See full summary »",Lori Kelly,"Mark Valley, 
Terri Garber, 
Philip Casnoff, 
Jay Alan Christianson",8.7
8012,tt0083275,Variola Vera,This is a true story of the famous Variola epidemic outbreak in Belgrade.,Goran Markovic,"Rade Serbedzija, 
Erland Josephson, 
Dusica Zegarac, 
Varja Djukic",8.1
8029,tt10724432,Slaughter Beach,Two wannabe heroes track down a crazed serial killer who is terrorizing their coastal town.,Daniel C. Davis,"Jon McKoy, 
Ethan Han, 
Jim Cannatelli, 
Amy Lynn Patton",9.6
8299,tt13074922,Valentine Crush,"A roller derby player gets in a little over her head after she meets her ""number one fan"".",Jamie Wede,"Kate Robertson Pryor, 
Anthony Hunke, 
Sarah Brings Three White Horses, 
Kristen Ford",9.4
8300,tt11159908,Junoon,"A wannabe vlogger travels from Saudi Arabia with his wife and best friend all the way to Southern California, wishing for some great paranormal footage. When their wish comes true, will they know when to turn the cameras off and flee?","Maan B., 
Yaser B.","Saleh Alem, 
Ida Alkusay, 
Maan B., 
Khairia Nazmi",8.7
8335,tt15978042,The Third Saturday in October,"When a psycho goes on a murderous rampage after surviving a botched execution, only two survivors of his initial attack can stop him.",Jay Burleson,"Darius Willis, 
K.J. Baker, 
Allison Shrum, 
Lew Temple",8.0
8345,tt23712068,Accept or Reject,A group of young people is indulging in an unfamiliar internet game. A game of knowledge and skills which at first glance appears harmless over time turns into a fight for life.,Bozidar Pesic,"Petar Ilic, 
Igor Ivanovski, 
Milos Mitrovic, 
Ivana Nedovic",9.5
8489,tt18309986,Blades in the Darkness,The horror is never ending..,Alex Visani,"Arnold Damazzeti, 
Manuela Arcuri, 
Lorenzo Lepori, 
Ermir Jonka",8.0
8515,tt3252088,Sex & Violence,"When Nathan's closest friends get together to celebrate his first year of sobriety, they are unaware that serial killer Robert Craven has recently escaped from a nearby asylum and is headed straight their way.",Giancarlo Orellana,"Stan J. Adams, 
Craig Glatt, 
Brit Godish, 
Haley Morganne Hancock",8.6
8802,tt10869730,Pagan Peak VR,A journey to the darkest corners of the human mind.,"Ioulia Isserlis, 
Max Sacker","Bennet Büker, 
Philipp Droste, 
Ioulia Isserlis, 
Pauline Maréchal",8.2
8890,tt8714776,The Haunted House: The Secret of the Cave,"Hari and Duri are a sister and brother living in the Shinbi apartment complex, which is more than a hundred years old. Living with them is a 102-year-old goblin named Shinbi.","Kim Byeong-gab, 
Jack Cox","Hyeon-Jeong Jo, 
Kim Chaeha, 
Kim Youngeun, 
Sin Yong-woo",8.1
8996,tt11166382,The Third Saturday in October Part V,Follow an implacable killer as he stalks and butchers the occupants of houses across the stretch of one lone country road while the residents prepare to watch a yearly college-football bout.,Jay Burleson,"Kansas Bowling, 
Poppy Cunningham, 
Taylor Smith, 
Bart Hyatt",8.3
9056,tt18265146,Victoria : Ek Rahasya,A couple arrives at Hotel Victoria and are greeted by the creepy owner who is the only occupant of the sprawling property. The hotel seems to house a sinister presence that harasses the couple till the secrets of the hotel are unearthed.,"Jeet Ashok, 
Virajas Kulkarni","Pushkar Jog, 
Sonalee Kulkarni, 
Aashay Kulkarni, 
Mikaila Telford",8.8
9076,tt11297302,Spooky Month - The Stars,It's Spooky Month! This Time Skid and Pump meet a new friend. And he can show them the stars.,David Cazares,"David Cazares, 
Kellen Goff, 
CoffinJockey, 
Elsie Lovelock",9.2
9124,tt15052620,Human Hibachi 2,"Set in the deep woods, a cannibal family obsessed with the first ""Human Hibachi"" video have have made it their life's mission to find the only two individuals left from it. If successful, ...                See full summary »",Mario Cerrito,"Julie Chapin, 
Frank Volpe, 
Tammy Jean, 
Giavonna Banner",8.9
9213,tt14981646,The Call 3: End of the Line,"After the Purifier's death, Caetano is still haunted by dreams about the killer. In one of those dreams he sees the killer killing another girl, and the death actually occurred, how can he stop an assassin who is already dead.",Rui Constantino,"Caleb Angel, 
Robinson Cohen, 
Paulo Constantino, 
Rui Constantino",8.3
9241,tt16392762,The Party Slasher,"Four people, lost on a camping trip, stumble upon a cabin in the woods that they can't seem to leave. It's when a fifth wanderer arrives that things get sinister.",Teddy Padilla,"Will Youmans, 
Olivia Scott Welch, 
Sam Maury-Holmes, 
Goon",8.3
9457,tt19878416,Beyond the Gates of Hell,"A newly married couple purchase a mansion in the countryside to open a bed and breakfast. However, it is revealed that brutal murders has took place previously on the property and someone or something might be lurking in the basement.",Dustin Ferguson,"Traci Burr, 
Eric Larsen, 
Brinke Stevens, 
Robert Lankford",8.4
9606,tt2224139,Doppelsauger: El Misterio de Sara,"Special Agent Ramirez must solve the disappearance of a young woman. The clues lead him to the business of white slavery as a prime suspect, a man with a double life. When the case seems to...                See full summary »",Alejandro Alvariño,"Alejandro Alvariño, 
Luis Calvillo, 
Valeria Bon Catalán, 
Fernando Pardo",8.4
9878,tt20724798,Rip Real Horror Story,"Presenting South (Sauth) Indian Movies Dubbed In Hindi Full Movie (Hindi Movies, South Movie) ""RIP REAL HORROR STORY"" starring Vijay Chendur, Hanumanthe Gowda and Aarti Kulkarni, Raj Nitish Kumar. Exclusively on South Hotstar Heroines",Somnath P. Patil,"Vijay Chendur, 
Hanumanthe Gowda, 
Aarti Kulkarni, 
Ram Kumar Anmol",9.0
9940,tt12631534,Rosie: The Saffron Chapter,A film based on true events in Gurugram.,Vishal Mishra,"Arbaaz Khan, 
Tanishaa Mukerji, 
Shivin Narang, 
Shivika Rishi",8.9
10037,tt18555994,Kapala,The movie begins from Bangalore. 2 siblings live along with their friend in an apartment in the city. The younger brother falls unexpectedly in deep trouble which turns almost fatal.,Vinay Yadunandan,"Abhimanyu Prajwal, 
Pratiksha Gowda, 
Aryan Chaudhary, 
Sushma Gowda",9.1
10067,tt11108022,End Zone 2,"Fifteen years after the events of End Zone, Smash-Mouth is back to finish off the cheerleaders who killed his mother.",August Kane,"Backwoods Bob, 
Randall Browning, 
Dahlia Dimont, 
Patricia Ford",8.3
10119,tt4050462,World of Death,Death has no borders.,"Allan Harvey, 
Brian Lockyer, 
Steven Payne, 
K. Pervaiz, 
Ruben Rodriguez, 
Richard S. Sargent, 
Daniel Tripod, 
Doug Turner, 
Chris Wells, 
Steven Bray, 
Ferran Brooks, 
J.D. Brown, 
Dimitri Castiglioni, 
Satinder Chumber, 
Melanie Coleman, 
David M. Dawson, 
Curt Dennis, 
Kate Fagan, 
Dan Fisk, 
Shane Free, 
L.M. Harter, 
William Higo, 
A Normale Jef, 
Gus Krieger, 
Michael Kyne, 
Patrick Langille, 
Evan Marlowe, 
Maude Michaud, 
Steven Hugh Nelson, 
Thom Newell, 
James Raynor, 
Patrick Rea, 
Gavin Rye, 
Liz Salvato, 
Pedro Santasmarinas, 
Mark Scheetz, 
Craig Stewart, 
John Stewart, 
Ray Sullivan, 
Jason Wright, 
Rubel Rafael Ahmed, 
Frank Appache, 
Zeke Arredondo, 
Mark J. Blackman, 
David Bornstein, 
Norman Bosse-Platière, 
Louis Bottino, 
Bobby Browne, 
Bo! Campbell, 
Paul Campion, 
Félix Catala, 
James Chappell, 
Jeff Chitty, 
Josh Cook, 
Trevor Davies, 
Adrian G. de la Peña, 
Victor Druillet, 
Jay Wade Edwards, 
N. Andrew Elliot, 
James Farris, 
Matt Groves, 
Rosco Guerrero, 
Graham Hart, 
Chris Hebert, 
Brandon Hunt, 
Patrick Irving, 
Ryan Henry Knight, 
M.J. Koleszar, 
José Pedro Lopes, 
Dominic Mendez, 
Peter Murfet, 
Corey Norman, 
Lex Ortega, 
Craig Ouellette, 
David Royal, 
Shane Ryan-Reid, 
Rob Sales, 
Gav Chuckie Steel, 
Matt Stuertz, 
Timothy Thomas, 
Oliver Tietgen, 
R.J. Wilson, 
Jordan Wippell, 
Travis Zariwny","Brandon Hunt, 
Morgan Finley King, 
Jeremy Koerner, 
Clayton Traylor",8.1
10177,tt13408266,Secret Shadow,"27 year old twin brothers Nathan and Robert live together. After admitting Nathan walked into the woods of danger, things get spooky when Nathan mentions statues appearing, bikes getting ...                See full summary »",Kilotile,"Kilotile, 
Megan Langlois",8.2
10233,tt22171470,Septic,"A young couple who has been trying desperately to have a baby seek an alternative solution to their problem. Unable to afford regular surgery, they agree to have their unorthodox procedure ...                See full summary »",Brian Paulin,"Morgan Desautel, 
Chris Kinniery, 
Brian Paulin, 
Steve Savage",8.0
10288,tt10845704,Mang Kepweng: The Mystery of the Black Scarf,"Determined to save the world from the evil plans of a powerful ""engkanto"" who has the magical black bandana, Mang Kepweng, together with his friends, embarks on an exciting adventure to ...                See full summary »",Topel Lee,"Vhong Navarro, 
Jaclyn Jose, 
Joross Gamboa, 
Barbie Imperial",8.2
