,id,title,description,director,cast,rating
23176,tt5684312,Flesh and Blood a Go! Go!,A series of graphic murders have been happening on the set of photo shoots.,Adrian Baez,"Shane Ryan-Reid, 
Nicoletta Hanssen, 
Karri Davis, 
Denys Toliarenko",8.9
23223,tt4914264,Fester,"A troubled and abused youth, Tommy Fester, grows up to become something far more sinister...and deadly.",Emir Skalonja,"Nina Baldy, 
Bob Bozek, 
Edward Brown, 
Gabriel Brown",8.1
23400,tt4696666,The Friday Night Death Slot,"The Friday Night Death Slot lampoons late night television in both horrific and comedic ways. Johnny Ghoulash is the host of the The Friday Night Death Slot, and is ever ready to serve up shorts, trailers, commercials and loads of fun.",John Migliore,"John Migliore, 
Andre Guantanamo, 
Deborah Jayne Reilly Smith, 
Rachél Hopkins",8.2
23453,tt1161647,Last Getaway,Last Getaway is a one of a kind Comedic-Horror film that is as quirky as it is creepy. When Will Hataway convinces his friends that a camping trip in the forest near his hometown will be a ...                See full summary »,Patrick C. Clinton,"Ethan Adams, 
Natalie Sieber, 
Trey Woodrum, 
Darius Sellers",8.6
23633,tt3036216,Zombi Apocalipsis Sensuale,Bondini is a mad doctor who is creating an army of Zombie Cannibals and trying to give birth to the first zombie baby,Germán Magariños,"Vic Cicuta, 
Ramon Cordero, 
Leandro De la Torre, 
Gabriela Sheena Gonzalez",9.3
23780,tt1051825,Dementia,"The film forces us to confront a bipolar reality, once dark, once light, a reality too often repressed.",Fadhel Jaïbi,"Jalila Baccar, 
Mohamed Ali Ben Jemaa, 
Fatma Ben Saïdane, 
Salha Nasraoui",8.0
23808,tt8668610,Teacher's Lounge,New teachers must partake in a sadistic ritual on the first day of school. It provides one possible answer to the lifelong question: What really goes on behind those closed lounge doors?,Josh Mruz,"Brandon Van Vliet, 
John Edel, 
Alex Galick, 
Tiffany Cornwell",8.3
23842,tt5821244,Firefighter Helmet Cam,Firefighter respond to a false call and he gets trapped in the house.,Mihail Nicolae,"Andy Marinca, 
Daniel Nicolae, 
Adriana Z., 
Iosif Zainea",8.1
24029,tt5587212,Gateseven,"FARRUKH B. SHEIKH'S LATEST TRAILER FOR 8TH FEATURE FILM, ""GATESEVEN"" BASED ON TRUE EVENTS SURROUNDING STORIES OF 7TH GATEWAYS TO HELL ON EARTH AND ONE USED TO BE IN STULL, KS.",Farrukh Sheikh,"Kashif Sheikh, 
Austin Vaughn, 
Laurelia Sheikh, 
Diego Bieberach",8.5
24085,tt5896946,Hell's Gate,Bobby and Janet Mackey buy a bar unaware of it's sordid history but soon the spirits and past life selves make themselves known as the bar itself may be sat on the Gateway to Hell.,Ron Whitt,"Sarah Ibold, 
Tom Bodley, 
Melissa Fox, 
Mike Flinchum",8.0
24187,tt4415454,Kawan Aku Mati dalam Rumah Sewa,One of their friends accidentally died in their house by mistake. What are they gonna do with their friend's corpse?,Hashim Rejab,"Acey Bocey, 
Abam Bocey, 
Fad Bocey, 
Along Eyzendy",8.2
24458,tt2346034,The WitcHunt,"Loosely based off the seven deadly sins, The WitcHunt takes you through the day in the life of seven different people living with their own personal struggles.",T.D. Benton,"Charles Liggett, 
Gary Pirraglia, 
Lisa Belue, 
Derek Thomas",8.4
24657,tt2592964,Mangrove Slasher 2,"Lurking in the mangroves just beyond the swamps at the edge of the coast, lives a shadowy figure hellbent on ruining everyone's good time. His method - A machete. His reasons - We may never...                See full summary »",Sean Haitz,"Rick Svec, 
Sean Haitz, 
Grace Haitz, 
Mis Sadistic",8.7
24659,tt2396154,Rock Bottom Creek,"When a stressed couple decide that a weekend road trip could revive their battered courtship, an unpredictable series of luckless mishaps turn a reserved town into a personal hell.","Steve Balewicz, 
M.C. Nowell","Steve Balewicz, 
Chantal Blue, 
Michael 'Mick' Sawyer, 
David I. Coffee",8.5
24867,tt4893194,Fine Housekeep,A husband and wife daydream on a normal day.,Trevor Bather,"Tyler Antoine, 
Andrew Freud, 
Aaron Hoffer, 
Shannon Irrgang",8.0
25067,tt12767794,Empire,"Empire is a feature film following the misadventures of two men shipwrecked in the vast Pacific Trash Vortex. As the men struggle to survive, the power play between them devolves from the ...                See full summary »",Paul L. Carr,"Nick Leininger, 
Don Schroeder",8.6
25131,tt14074042,"Death, My Darling","A man with a death wish unknowingly sells his soul to an evil force, resulting in his attempted death through the world around him. In this tale, a lost man becomes a broken one.",Jarrod Van Hauen,"Mike Barkhoff, 
Liam Jeffries, 
Ron Gomes",8.6
25183,tt1612610,Natural Demise,"Because people aren't perfect, Jesse Lincoln takes matters into his own hands by using his abilities and demon, but perfectionist behavior, to carve and butcher and then wire his victims ...                See full summary »",Richard Ryan,"Ashleigh Apperson, 
Sean Baumstark, 
Edward Cantu, 
Ken Carr",8.5
25248,tt2193368,Behind the Horror,BEHIND THE HORROR is a dark comedy about the making of a horror film. A documentarian follows a narrative film crew on the first day of principal photography of a historical horror feature ...                See full summary »,Merik Tadros,"Brittney Refakes, 
Danny Myers, 
Mikal Shkreli, 
Brittany Clapper",8.6
25467,tt5967812,Do Not Disturb the Dead,Two inner city youth come up with a apocalyptic plan to take over the world. Making their main priority to live to see tomorrow.,"Carl Jackson, 
Carl Jackson","2 Low Esteban, 
Jaylin Bailey, 
Falynn Burton, 
Alyssa Craigie",8.8
25509,tt4497948,Obscenus,"A tent trip in the woods turns out to be a deadly threat for four friends. Jonas, Matthias, Benjamin and Carina noticed too late, what evil power they have evoked.",Nikolai Schwarzl,"Günther Frühwirth, 
Claudia Hackl, 
Thomas Hackl, 
Marcel Harb",8.1
25525,tt3889962,Clown Shank,"The life, the times, and the everyday struggles, of an average Joe that lost his way in life. Over the course of three days, the clown, AKA Anthony, just wants to get through the day ...                See full summary »",Anthony Gaudette,"Nick Basile, 
Zack Breen, 
Sean Brown, 
Matt Carrier",8.2
25931,tt13449612,The Nightmare Returns: A CarrotKiller101 Movie,"As summer break begins, Arhold, Henry, and Stan are dealing with trouble, that is until they went to bed last night.. and each of them - are about to face - the worst nightmare yet..",Alex Parrish,"Brian, 
David, 
Eric, 
Eric Ivona",8.2
25975,tt16751496,The History That Haunts Us,"The History That Haunts us follows the story of Brian and Jennifer, Together they must travel back to their hometown and uncover the truth in their town's history that still haunts it to this day.",Creighton Hobbs,"Hunter Bickham, 
Chris Bosarge, 
Brodyjaymark, 
Jessie Kennedy Brown",8.1
26077,tt1720211,Roses Are Dead,Three young women find this Valentine's Day that roses are dead when a stranger sells them black roses.,Min Tran,"Natasha Juravic, 
Sarcha Braund, 
Jane Lundmark",8.0
26099,tt0788206,Satur,"Cristina, a pretty young neighborhood girl, is pursued by the mysterious Satur, a wealthy but mysterious young man. Cristina, however, is engaged to Sendong, a young farmer. When Cristina's...                See full summary »",Lamberto V. Avellana,"Manuel Conde, 
Jaime de la Rosa, 
Delia Razon, 
Alfonso Carvajal",8.8
26169,tt2763068,The Games That Children Play,Rae has been experiencing troubling dreams and premonitions since her childhood.,Shaundraey Carmichael,"Henry Louis Adams Jr., 
Lurreane Beard, 
Nick Benton, 
James Samuel Bignon III",8.6
26221,tt7661556,Disociation,"Emanuel Gil is having a crisis point, since he has not found inspiration for his next book. At the right moment, Dianne appears, and Emanuel believes he can find the inspiration needed to start up his new story.",Nicolás de Jesús,"Marco Valdovinos, 
Christel Caballero, 
Brandon de Jesús, 
Amayrani Luna",8.3
26416,tt14589202,Forestland,Three friends go into a mysterious forest to investigate the unexplained deaths of countless people.,Kashyapeya Aich,"Kashyapeya Aich, 
Srijit Chatterjee, 
Archismita Das, 
Ratul Das",8.0
26428,tt2322496,Venge,Venge is a hauntingly creepy claustrophobic film based on real events about demonic forces physically and emotionally ravaging a family with no end in sight.,Eric Ruiz,"Natalie Kaufman, 
Kean Matthams, 
John Saba, 
Willow Hale",8.7
26622,tt5839852,The Wall of Souls,A resourceful teenager must work with her masked captor's psychologically disturbed daughters to escape before she ends up a victim of his basement haunted attraction maze.,Robert Katerwol,"Vida Zukauskas, 
Gary Wright, 
Shannen Melissa, 
Annette Nedilenka",8.4
26775,tt2246695,Frankenstein's Patchwork Monster,"A wager is made, a book of horror fiction is written. It becomes know as, ""Frankenstein, or a Modern Prometheus"", by Mary Shelley. Though what happens if fiction was fact? Can a soul be immortal. Is everlasting life worth such misery?",Emil Novak,"Melantha Blackthorne, 
Bill Kennedy, 
Bob Bozek, 
Paul McGinnis",9.0
26878,tt1672765,Hollywood Christ,A street performer who portraits Christ finds himself trapped in a limbo between birth and death.,Javier Barbera,"Jason Morciglio, 
Mari Cielo Pajares, 
Elias Iatridis, 
De Veaux",8.9
27290,tt4270112,Restoration,"The ghost of 10-year-old Yvonne LeMay has been anchored to the trunk of a 1950 Fleetline Deluxe for over half a century. Uprooted from a rural setting, the change in car ownership doesn't ...                See full summary »",Ryan Oliver,"Molly Brennan, 
Helena Buckley, 
Norbert Caillouet, 
Brian Connelly",8.6
27378,tt2569736,IMagine,IMagine is a cavernous psychological erotic murder mystery with twists and spins that will force you to question your own imagination. Dr. Rachel Tuesday is an prominent well respected ...                See full summary »,DeWitt Jones,"Tarjatta Rose, 
Simone M. Whitlock, 
Jeff Trink, 
Keon Black",8.2
27485,tt3654396,Murder Junkie,"To overcome his heroin addiction, a writer begins his newest novel, about a man who becomes addicted to killing people. But the more he writes, the more he is consumed by his own creation and soon blurs the line between fiction and reality.",Kaleb Quist,"Brennan Villados, 
Brian Pisani, 
Gary Turner, 
Elle Rose",8.0
27665,tt16024964,Attack of the Scarecrow from Mars,A bunch of emo kids fight a scarecrow from outer space while two investigators search for a missing baby.,Steven Reifsteck,"Joe Bryant, 
Eric Dollich, 
Justin Gordon, 
Mike Klein",8.3
27757,tt4939078,Sins of Man: Rise of Mortis,A young girl has finally dealt with the events of her past when a killer strikes her small Maine town turning her life upside down for a second time.,Jamie Santamore,"Carrie Baker, 
Taylor Burns, 
Adam Ewing, 
Rebecca Flaherty",9.0
27780,tt3981396,The Forsaken Pages,"Brothers Kassem and Sohail Baker deal with vampires, werewolves and other supernatural forces, while trying to cope with the past.",Kamran Ismail,"Jabraan Ismail, 
Kamran Ismail, 
Lyon Beckwith, 
Kevin Hunt",8.3
28079,tt3919122,Plan 10: The Vengeance of Bela,"This ""unofficial"" sequel to Edward D. Wood's notorious ""Plan Nine from Outer Space"" follows the frightening misadventures of postal carrier Regis Stanely, who joins forces with the intrepid...                See full summary »",Scott Allen Nollen,"Pat Byrnes, 
Dave Greer, 
Todd Jacobsen, 
John Jensen",8.5
28293,tt5742880,The Butcher,"A widowed woman, Lori, attempts to get back into the dating scene; But her happiness is short lived when she falls victim to a man who calls himself The Butcher, and his fetish for dismembering women.",Emir Skalonja,"Kay Baun, 
Elizabeth Becker, 
Sam Jindra, 
Joshua McDonald",8.0
28318,tt2091361,My Horrible Love,Four foul mouthed family members attempt to settle their differences at a caravan site in Essex.,Charles Edmond,"Jason Croot, 
Charlotte Devaney, 
Ben Edmond, 
Charles Edmond",8.1
28478,tt1719608,Renaissance of the Dead,A group of Renaissance Fair players are chased through an isolated forest by zombies.,Victor San Miguel,"Trevor Hall, 
Cassidy Schiltz, 
Ben Warner, 
Michael Dorian",8.0
28667,tt4550596,"Desalmados: aleluia, salvação e glória!","In the small town of Nova Tessalônica, a miracle happens! But the saint who rises from the ground brings more than joy. She is God's messenger for humanity's ultimate test.",Flávio Carnielli,"Wander Moliani, 
Giovanna De Sordi, 
Marcel Poullet, 
Fabio Thithola",8.0
28848,tt0166575,Dimension,"A man gets a power to cross dimensions in a cave, after using it, he finds out in the worst way that the use of dimensions has consequences.",Leon Armand,"Steve Morrell, 
Dominique Harris, 
Yoshiko Kam, 
Don Schmidt",8.6
28899,tt4548650,Evil Bread,"Life is simple for Andy and Dave. They spend much of their lives watching horror films, and when their college media course demands that they actually contribute, they create horror films. ...                See full summary »",Andy Ward,"Chris Welch, 
Hollie Anne Cartwright, 
Jeremy Cave, 
Stuart David Gannon",8.8
29186,tt15402804,Il bacio,"He and She are the personification of love, they live in an ethereal and surreal dimension. Their love becomes hatred and anguish until death.",Pietro Graffeo,"Irene Ardito, 
Noemi Bottone, 
Federica Gurrieri, 
Federico Mosca",8.1
29494,tt3097934,Cheeseballs,"An anthology featuring the worst shorts you have ever seen. Shorts featured are The Pizza Who Rapes People 1-3, Cocksucker the Movie, Ungabunga, and The Fantastical Banana Spider Hero Boy.","Tom Martino, 
Matt Rogers","George Aguilera, 
Laurey Allen, 
Bob Alvarez, 
Kenneth Andrews",8.2
29590,tt1899109,Abomination,"A film at the intersection of fundamentalist fervor and mental illness. Kurt Schroeder, a Christian rock musician embarks on a documentary project that chronicles his spiral into murder, madness and mayhem.",Ryan McLaughlin,"W. Scott Parker III, 
Andrew Arico, 
Jeff Briggs, 
Elijah Chester",9.0
29777,tt6901444,Murder on Marburg,'This house has a few secrets it would rather keep hidden.',Matt Roden,Matt Roden,8.0
29835,tt5891194,Flesh of My Flesh,"Teenage girl finds out, through her dreams and hallucinations, that she has a rather violent and morbid past. She sets out to right the wrong but her journey will take her to hell and back.",Emir Skalonja,"Al Baker, 
Michael Balch, 
Catherine Brundage, 
Shawn M. Essler",8.6
29956,tt1935229,Siodmak,"A Modern Frankenstein Film, set in New York City, where a former cop, a medical examiner and a online journalist must discover the terrifying secret behind a serial killer's actions that hold the Big Apple in a constant state of fear.",Nicholas Ortiz,"Michael Valentine, 
Masha Mendieta, 
Kit Lang, 
Krista Chandlee",8.4
29996,tt2388781,The Prospector's Curse,"Two criminals disrespect the dying wishes of an old Prospector, and must face the horrific consequences for their sinful ways.",Josh Heisie,"Arcade Riley, 
Johnny Quinn, 
Robert Nolan, 
Rick Cordeiro",8.2
30118,tt0889217,El renacer,"Three former students of a famous specialist in occult sciences are unexpectedly summoned to solve the enigma of Can Vianya, a gloomy 18th century ""masia"" or farmhouse, located in a remote,...                See full summary »",Andrés Ramos,"Ricard Boné, 
Meritxell Alvira, 
Mariona Bosch, 
Oriol Maynadé",8.3
30133,tt8911302,Dark Inspiration,A young writer is inspired by a strange woman to write a book about death. But some books are better left unwritten.,David Lussier,"Vicki Murhead, 
Julianna Dzhyma, 
Martin Simard, 
Jean-Francois Breton",8.0
30386,tt13267024,Cold Calm,A mentally ill survivor of a disfiguring assault invites her unwitting assailant over for an evening of horrific revenge.,Tyna Ezenma,"Gbenro Ajibade, 
Victor Chude, 
Sydney Diala, 
Desmond Ekeh",8.6
30557,tt3188402,Sphere of Fear,"A possessed football is killing people. Dylan Davis, with the help of a hot goth chick, must avenge his brother's death by the football and kill it before it falls into the mercenary hands of the mysterious hunter.",John Mitchell,"Warren Baker, 
Chris Ball Hero, 
Gina Bee, 
Ben Carroll",8.2
30769,tt3129450,Walking Shadows,"As a college sophomore's academic life devolves into substance abuse and depression, he fears that his friends are being stalked by a killer whose existence he can't discern from hallucinations.",Jack Bennett,"Dreagn Foltz, 
Kati Barefoot, 
Kelly Finnegan, 
Sean MacLaughlin",8.8
31174,tt4382712,Another Bleeding Love Story,"Lucas and Lily both love serial killing, although for different reasons: she's a sociopath, he's working through Mommy Issues (with Jesus's consent!). Will their Romeo and Juliet love story survive? Settle down, have some tea and find out.",Austin Sheeley,"Lincoln Carpenter, 
Bridget Cavaiola, 
Julie E. Gabrielli, 
Devin Greene",8.0
31556,tt7093188,Darkside Stories,"5 boys go on a camping trip and tell scary stories around a campfire. Can the boys handle stories of werewolves, balloons, and a DVD store owner?",Matthew Mark Hunter,"Matthew Mark Hunter, 
Zach Waterbury, 
Jovanny Ortiz, 
Noah Kenyon",8.6
31870,tt3260090,Miserable Marnie & The Shut In,"Miserable Marnie Strauss (17), a lonely teenage girl, lives alone with her reclusive mother, Matilda in a small town. She dreams of nothing more than to befriend the popular girl, Spencer, ...                See full summary »",Colton David Coate,"Rae Evanssen, 
Suzy Vincent, 
Rebecca Moreira, 
Jacquelene Harvel",8.0
31894,tt7966708,A Christmas Monstrosity,A snow-beast terrorizes a small mobile home community.,Rhonda Parker,"Michael Hawerbier, 
Mark Parker, 
Amelia Favata, 
Matt D. Lord",8.5
31994,tt5313222,It Is Really Over,"Celebrating her newly being single, Daisy's friends have a drinking bender. While drunk, they call and torment Daisy's ex... which could have dire consequences.",Larry Rosen,"Nichole Jorgensen, 
Elyssa Nicole Trust, 
Rita Raider, 
Larry Rosen",8.8
32843,tt1478868,Villa: Sons of the Holocaust,Many of the Nazis still at liberty when in the 1950s nations closed books and turned over new leaves were hunted privately or publicly by Jewish vigilantes. Born in the shadow of murder and...                See full summary »,Calogero Venezia,Elena Maran,8.3
32943,tt3015306,L'ultimo caffè,A strange film crew is attempting to make an independent movie.,Gianluca Zonta,"Fernando Cova, 
Leonardo Furci, 
David Montagnini, 
Fabrizio Polo",8.5
32988,tt13628806,Non Cannibal Disco Killer Carnage'O'rama,"A group of troubled teenagers are going for a religious retreat in the woods with the Father Loosehead to try to forget the past and find Jesus. But Harry Fordson, Mich Robertum, Sandra ...                See full summary »",Otto Rivers,"Florence Bardou, 
Stephane Belhomme, 
Or El, 
Otto Rivers",8.4
33104,tt6260098,Door to Door,"Seven sinners each displaying characteristics relating to one the Seven Deadly Sins are stalked by The Doorman who claims he can help them. However instead of help, The Doorman takes the sinners on a journey they couldn't imagine.",Jimmy Wienholz,"Charles Williams, 
Jordan Cain, 
Christopher Benson, 
Micheal Benson",8.4
33513,tt5075084,Dark Red Blood,A mysterious killer starts to destroy the life of a resident near George Beach. He kills to wash the sins.,Domi Cutrona,"Carmen Bramanti, 
Marcello Cannavò, 
Emiliano Defrancesco, 
Ivana Dell'Albani",8.0
34805,tt2138042,Fantastic Tales Of The Unknown: The Movie,"On the day of Halloween, two fan boys reminisce their favorite episodes of a supernatural 80's TV show that has long been canceled.","Anil Dhokai, 
Chris Gervais, 
Brian Oxendine, 
Micah Troublefield","Keith Dugan, 
Linda Guth, 
Michael Ruff, 
Mahri Shelton",8.0
35340,tt1781889,Presence of Darkness,"What happens when you're attacked by something, but no one believes you? Ben, Melissa, Darnell, and Courtney are about to find out. One by one, it seems something is out to turn their fears into reality.",Josef Niznik,"Marilyn Weinmann, 
Rob Darren, 
Manuel Domenech, 
Kelley Janell Hall",8.4
35989,tt1980971,Ghosts of Old Shanghai,"Ghosts of Old Shanghai is a Horror/Thriller film with elements of Chinese mythology, history, comedy, and martial arts. Set against the compelling backdrop of modern Shanghai, it's an ...                See full summary »",Eric Heise,"Charles Mayer, 
George C. Tronsrue, 
York Chen, 
Yihan Fang",8.2
36548,tt1899341,Valley of the Succubus,"In a small country theatre a troupe of bizarre actors come to town. The cast of a 'Jack The Ripper' themed musical led by the mysterious Dr Karma and his minions Tumulus, Kitty Hawke and ...                See full synopsis »",Samuel Wheeler,"Anastasia Koltsova, 
James Bailey Fletcher, 
David Harris, 
Kate Diamond",8.4
